State,County,Recreation & fitness facilities per 1000 pop (% change) 2011-16 (PCH_RECFACPTH_11_16),Units,FIPS,FID
Nebraska,Phelps,-66.81547619,% change,31137,1355
Nebraska,Pierce,0.0,% change,31139,1356
Nebraska,Platte,-1.28695441,% change,31141,1359
Nebraska,Polk,0.0,% change,31143,1362
Nebraska,Red Willow,2.457572104,% change,31145,1364
Nebraska,Richardson,0.0,% change,31147,1365
Nebraska,Rock,0.0,% change,31149,1366
Nebraska,Saline,-100.0,% change,31151,1367
Nebraska,Sarpy,-8.822506841,% change,31153,1368
Nebraska,Saunders,-100.0,% change,31155,1370
Nebraska,Scotts Bluff,41.55117227,% change,31157,1373
Nebraska,Seward,-34.823919618,% change,31159,1375
Nebraska,Sheridan,0.0,% change,31161,1376
Nebraska,Sherman,0.0,% change,31163,1377
Nebraska,Sioux,0.0,% change,31165,1380
Nebraska,Stanton,0.0,% change,31167,1382
Nebraska,Thayer,0.0,% change,31169,1383
Nebraska,Thomas,0.0,% change,31171,1384
Nebraska,Thurston,-100.0,% change,31173,1385
Nebraska,Valley,-100.0,% change,31175,1386
Nebraska,Washington,-1.429404901,% change,31177,1387
Nebraska,Wayne,0.0,% change,31179,1388
Nebraska,Webster,0.0,% change,31181,1389
Nebraska,Wheeler,0.0,% change,31183,1390
Nebraska,York,nan,% change,31185,1392
Nevada,Churchill,23.00799467,% change,32001,1396
Nevada,Clark,44.014739853,% change,32003,1399
Nevada,Douglas,71.485181555,% change,32005,1400
Nevada,Elko,-43.20639596,% change,32007,1401
Nevada,Esmeralda,0.0,% change,32009,1404
Nevada,Eureka,0.0,% change,32011,1406
Nevada,Humboldt,97.558229123,% change,32013,1407
Nevada,Lander,nan,% change,32015,1408
Nevada,Lincoln,0.0,% change,32017,1410
Nevada,Lyon,-2.752866387,% change,32019,1412
Nevada,Mineral,0.0,% change,32021,1415
Nevada,Nye,1.389432936,% change,32023,1417
Nevada,Pershing,0.0,% change,32027,1419
Nevada,Storey,0.0,% change,32029,1420
Nevada,Washoe,10.100887908,% change,32031,1423
Nevada,White Pine,0.0,% change,32033,1425
Nevada,Carson City,51.160584345,% change,32510,1428
New Hampshire,Belknap,-0.562650563,% change,33001,1432
New Hampshire,Carroll,81.021540539,% change,33003,1435
New Hampshire,Cheshire,-32.296744477,% change,33005,1437
New Hampshire,Coos,27.263258466,% change,33007,1440
New Hampshire,Grafton,-10.246890081,% change,33009,1442
New Hampshire,Hillsborough,22.281972126,% change,33011,1443
New Hampshire,Merrimack,9.460097558,% change,33013,1444
New Hampshire,Rockingham,31.387381871,% change,33015,1448
New Hampshire,Strafford,6.267420016,% change,33017,1453
New Hampshire,Sullivan,102.15168696,% change,33019,1454
New Jersey,Atlantic,10.54209174,% change,34001,1461
New Jersey,Bergen,-0.878553032,% change,34003,1465
New Jersey,Burlington,12.200663779,% change,34005,1470
New Jersey,Camden,15.549172673,% change,34007,1472
New Jersey,Cape May,-15.331320774,% change,34009,1477
New Jersey,Cumberland,36.100246458,% change,34011,1482
New Jersey,Essex,9.753638201,% change,34013,1483
New Jersey,Gloucester,-3.083052674,% change,34015,1484
New Jersey,Hudson,21.724967306,% change,34017,1487
New Jersey,Hunterdon,42.57922134,% change,34019,1488
New Jersey,Mercer,-5.179408382,% change,34021,1493
New Jersey,Middlesex,14.310444764,% change,34023,1497
New Jersey,Monmouth,25.378618943,% change,34025,1504
New Jersey,Morris,12.010247693,% change,34027,1511
New Jersey,Ocean,24.488593705,% change,34029,1546
New Jersey,Passaic,-3.428055276,% change,34031,1551
New Jersey,Salem,-39.149830584,% change,34033,1553
New Jersey,Somerset,5.594003654,% change,34035,1558
New Jersey,Sussex,4.131058136,% change,34037,1561
New Jersey,Union,11.579973786,% change,34039,1566
New Jersey,Warren,-15.595800771,% change,34041,1570
New Mexico,Bernalillo,15.054355518,% change,35001,1574
New Mexico,Catron,0.0,% change,35003,1576
New Mexico,Chaves,25.566000214,% change,35005,1578
New Mexico,Cibola,-49.122092162,% change,35006,1580
New Mexico,Colfax,-100.0,% change,35007,1582
New Mexico,Curry,122.94590177,% change,35009,1586
New Mexico,De Baca,0.0,% change,35011,1589
New Mexico,Doña Ana,-0.474110925,% change,35013,
New Mexico,Eddy,-5.95064049,% change,35015,1592
New Mexico,Grant,4.548211037,% change,35017,1594
New Mexico,Guadalupe,0.0,% change,35019,1595
New Mexico,Harding,0.0,% change,35021,1597
New Mexico,Hidalgo,0.0,% change,35023,1600
New Mexico,Lea,24.056311143,% change,35025,1604
New Mexico,Lincoln,40.976469369,% change,35027,1613
New Mexico,Los Alamos,-22.115102101,% change,35028,1618
New Mexico,Luna,-31.134716733,% change,35029,1622
New Mexico,McKinley,-100.0,% change,35031,1626
New Mexico,Mora,0.0,% change,35033,1629
New Mexico,Otero,-33.079692358,% change,35035,1633
New Mexico,Quay,nan,% change,35037,1637
New Mexico,Rio Arriba,-48.624802084,% change,35039,1639
New Mexico,Roosevelt,6.985640918,% change,35041,1642
New Mexico,Sandoval,7.667018485,% change,35043,1646
New Mexico,San Juan,18.380526772,% change,35045,1650
New Mexico,San Miguel,0.0,% change,35047,1652
New Mexico,Santa Fe,4.092394885,% change,35049,1654
New Mexico,Sierra,0.0,% change,35051,1657
New Mexico,Socorro,0.0,% change,35053,1659
New Mexico,Taos,25.045652372,% change,35055,1662
New Mexico,Torrance,0.0,% change,35057,1664
New Mexico,Union,0.0,% change,35059,1667
New Mexico,Valencia,77.903594706,% change,35061,1670
New York,Albany,6.213576769,% change,36001,1673
New York,Allegany,-65.468761056,% change,36003,1674
New York,Bronx,-0.198703517,% change,36005,1681
New York,Broome,-1.894664579,% change,36007,1683
New York,Cattaraugus,2.65943082,% change,36009,1687
New York,Cayuga,28.1058297,% change,36011,1689
New York,Chautauqua,49.549771929,% change,36013,1694
New York,Chemung,11.37592533,% change,36015,1696
New York,Chenango,38.468224241,% change,36017,1699
New York,Clinton,0.936114507,% change,36019,1702
New York,Columbia,-12.138993608,% change,36021,1704
New York,Cortland,28.752555597,% change,36023,1706
New York,Delaware,4.746285085,% change,36025,1707
New York,Dutchess,11.416791426,% change,36027,1711
New York,Erie,12.989079018,% change,36029,1723
New York,Essex,-31.132389821,% change,36031,1728
New York,Franklin,101.623027435,% change,36033,1731
New York,Fulton,23.186829559,% change,36035,1734
New York,Genesee,-31.338938271,% change,36037,1736
New York,Greene,-22.883344558,% change,36039,1739
New York,Hamilton,0.0,% change,36041,1742
New York,Herkimer,3.047423934,% change,36043,1745
New York,Jefferson,-38.042495004,% change,36045,1782
New York,Kings,34.648326876,% change,36047,1788
New York,Lewis,-49.320723561,% change,36049,1790
New York,Livingston,-19.176349646,% change,36051,1791
New York,Madison,-14.914529316,% change,36053,1796
New York,Monroe,-1.093247421,% change,36055,1804
New York,Montgomery,102.598140706,% change,36057,1807
New York,Nassau,25.159028962,% change,36059,1839
New York,New York,16.843124925,% change,36061,1847
New York,Niagara,-11.422163119,% change,36063,1850
New York,Oneida,26.658213453,% change,36065,1852
New York,Onondaga,0.272161325,% change,36067,1853
New York,Ontario,-27.32782168,% change,36069,1856
New York,Orange,22.419576309,% change,36071,1859
New York,Orleans,-31.158577933,% change,36073,1862
New York,Oswego,21.231107275,% change,36075,1864
New York,Otsego,2.699567473,% change,36077,1868
New York,Putnam,14.193279318,% change,36079,1870
New York,Queens,19.42576148,% change,36081,1872
New York,Rensselaer,-37.535605624,% change,36083,1874
New York,Richmond,17.988491421,% change,36085,1876
New York,Rockland,-3.356328872,% change,36087,1879
New York,St. Lawrence,-65.961444629,% change,36089,1883
New York,Saratoga,-8.215488955,% change,36091,1885
New York,Schenectady,-9.542491854,% change,36093,1887
New York,Schoharie,3.754808762,% change,36095,1888
New York,Schuyler,104.456050672,% change,36097,1889
New York,Seneca,0.0,% change,36099,1890
New York,Steuben,-35.998657441,% change,36101,1891
New York,Suffolk,10.177690056,% change,36103,1924
New York,Sullivan,2.307284065,% change,36105,1928
New York,Tioga,-30.471387374,% change,36107,1930
New York,Tompkins,3.27582492,% change,36109,1933
New York,Ulster,30.698221387,% change,36111,1935
New York,Warren,-25.284541505,% change,36113,1938
New York,Washington,-38.774876226,% change,36115,1942
New York,Wayne,2.572478114,% change,36117,1952
New York,Westchester,4.740052764,% change,36119,1960
New York,Wyoming,-37.900541556,% change,36121,1962
New York,Yates,1.714491248,% change,36123,1965
North Carolina,Alamance,19.925466813,% change,37001,1967
North Carolina,Alexander,-0.619801449,% change,37003,1968
North Carolina,Alleghany,-49.634536318,% change,37005,1970
North Carolina,Anson,0.0,% change,37007,1972
North Carolina,Ashe,-49.525304627,% change,37009,1975
North Carolina,Avery,0.0,% change,37011,1977
North Carolina,Beaufort,61.020248728,% change,37013,1981
North Carolina,Bertie,7.254871716,% change,37015,1983
North Carolina,Bladen,3.325837377,% change,37017,1986
North Carolina,Brunswick,-12.754742665,% change,37019,1995
North Carolina,Buncombe,62.495116201,% change,37021,1422
North Carolina,Burke,27.376072611,% change,37023,1424
North Carolina,Cabarrus,-17.585357827,% change,37025,1426
North Carolina,Caldwell,68.009585876,% change,37027,1429
North Carolina,Camden,0.0,% change,37029,1433
North Carolina,Carteret,-28.782091483,% change,37031,1447
North Carolina,Caswell,-100.0,% change,37033,1449
North Carolina,Catawba,-1.331656527,% change,37035,1450
North Carolina,Chatham,10.264092576,% change,37037,1451
North Carolina,Cherokee,0.0,% change,37039,1452
North Carolina,Chowan,4.08005618,% change,37041,1455
North Carolina,Clay,0.0,% change,37043,1457
North Carolina,Cleveland,0.342938353,% change,37045,1458
North Carolina,Columbus,nan,% change,37047,1459
North Carolina,Craven,-8.23599755,% change,37049,1462
North Carolina,Cumberland,57.556419182,% change,37051,1464
North Carolina,Currituck,86.284289277,% change,37053,1481
North Carolina,Dare,-52.21196868,% change,37055,1485
North Carolina,Davidson,3.786273543,% change,37057,1489
North Carolina,Davie,-1.47952255,% change,37059,1490
North Carolina,Duplin,-0.475159086,% change,37061,1492
North Carolina,Durham,19.33314242,% change,37063,1494
North Carolina,Edgecombe,5.19017507,% change,37065,1495
North Carolina,Forsyth,-4.515168966,% change,37067,1496
North Carolina,Franklin,-24.571676023,% change,37069,1498
North Carolina,Gaston,-26.272720148,% change,37071,1499
North Carolina,Gates,0.0,% change,37073,1500
North Carolina,Graham,0.0,% change,37075,1502
North Carolina,Granville,-51.113491092,% change,37077,1503
North Carolina,Greene,0.0,% change,37079,1505
North Carolina,Guilford,1.651230497,% change,37081,1506
North Carolina,Halifax,4.339611729,% change,37083,1508
North Carolina,Harnett,-19.045982017,% change,37085,1509
North Carolina,Haywood,-2.72901901,% change,37087,1512
North Carolina,Henderson,3.00622214,% change,37089,1514
North Carolina,Hertford,-48.871181939,% change,37091,1515
North Carolina,Hoke,179.556752278,% change,37093,1517
North Carolina,Hyde,0.0,% change,37095,1521
North Carolina,Iredell,2.267886503,% change,37097,1525
North Carolina,Jackson,90.564966405,% change,37099,1528
North Carolina,Johnston,14.364169815,% change,37101,1530
North Carolina,Jones,0.0,% change,37103,1536
North Carolina,Lee,-1.938205068,% change,37105,1540
North Carolina,Lenoir,-56.875812555,% change,37107,1542
North Carolina,Lincoln,12.630280604,% change,37109,1545
North Carolina,McDowell,nan,% change,37111,1554
North Carolina,Macon,-1.20959515,% change,37113,1556
North Carolina,Madison,nan,% change,37115,1560
North Carolina,Martin,nan,% change,37117,1563
North Carolina,Mecklenburg,27.192538373,% change,37119,1565
North Carolina,Mitchell,0.0,% change,37121,1568
North Carolina,Montgomery,-100.0,% change,37123,1573
North Carolina,Moore,-41.50911502,% change,37125,1584
North Carolina,Nash,-49.074014977,% change,37127,1588
North Carolina,New Hanover,17.473877798,% change,37129,1602
North Carolina,Northampton,-45.643657642,% change,37131,1606
North Carolina,Onslow,15.513400174,% change,37133,1625
North Carolina,Orange,18.202742375,% change,37135,1630
North Carolina,Pamlico,3.547152121,% change,37137,1703
North Carolina,Pasquotank,-49.164457907,% change,37139,1714
North Carolina,Pender,3.221362233,% change,37141,1718
North Carolina,Perquimans,-100.0,% change,37143,1724
North Carolina,Person,0.582949367,% change,37145,1729
North Carolina,Pitt,44.239895962,% change,37147,1733
North Carolina,Polk,-0.621908819,% change,37149,1738
North Carolina,Randolph,7.332523328,% change,37151,1741
North Carolina,Richmond,-30.967283704,% change,37153,1744
North Carolina,Robeson,1.278517609,% change,37155,1747
North Carolina,Rockingham,-23.403277181,% change,37157,1751
North Carolina,Rowan,8.677120885,% change,37159,1754
North Carolina,Rutherford,-38.996455773,% change,37161,1764
North Carolina,Sampson,-19.761374935,% change,37163,1769
North Carolina,Scotland,105.821276596,% change,37165,1772
North Carolina,Stanly,65.716710469,% change,37167,1775
North Carolina,Stokes,-22.940772701,% change,37169,1777
North Carolina,Surry,-14.945615715,% change,37171,1780
North Carolina,Swain,-67.075491647,% change,37173,1784
North Carolina,Transylvania,-1.947954946,% change,37175,1786
North Carolina,Tyrrell,0.0,% change,37177,1794
North Carolina,Union,35.736293811,% change,37179,1798
North Carolina,Vance,35.956421915,% change,37181,1801
North Carolina,Wake,9.763613657,% change,37183,1805
North Carolina,Warren,-100.0,% change,37185,1809
North Carolina,Washington,0.0,% change,37187,1811
North Carolina,Watauga,-20.496065855,% change,37189,1813
North Carolina,Wayne,-9.380121469,% change,37191,1814
North Carolina,Wilkes,-33.034161883,% change,37193,1817
North Carolina,Wilson,49.556076775,% change,37195,1819
North Carolina,Yadkin,1.661983778,% change,37197,1821
North Carolina,Yancey,0.397230734,% change,37199,1823
North Dakota,Adams,0.0,% change,38001,1826
North Dakota,Barnes,-32.284137006,% change,38003,1828
North Dakota,Benson,-100.0,% change,38005,1831
North Dakota,Billings,0.0,% change,38007,1833
North Dakota,Bottineau,0.0,% change,38009,1836
North Dakota,Bowman,0.0,% change,38011,1838
North Dakota,Burke,0.0,% change,38013,1841
North Dakota,Burleigh,23.830814686,% change,38015,1844
North Dakota,Cass,28.955913047,% change,38017,1848
North Dakota,Cavalier,0.0,% change,38019,1849
North Dakota,Dickey,5.185185185,% change,38021,2004
North Dakota,Divide,79.321892005,% change,38023,2007
North Dakota,Dunn,nan,% change,38025,2013
North Dakota,Eddy,0.0,% change,38027,2017
North Dakota,Emmons,-100.0,% change,38029,2021
North Dakota,Foster,0.996978852,% change,38031,2026
North Dakota,Golden Valley,0.0,% change,38033,2036
North Dakota,Grand Forks,-17.542070372,% change,38035,2043
North Dakota,Grant,0.0,% change,38037,2051
North Dakota,Griggs,4.730327144,% change,38039,2056
North Dakota,Hettinger,0.0,% change,38041,2063
North Dakota,Kidder,nan,% change,38043,2068
North Dakota,LaMoure,0.0,% change,38045,2074
North Dakota,Logan,0.0,% change,38047,2078
North Dakota,McHenry,0.0,% change,38049,2082
North Dakota,McIntosh,0.0,% change,38051,2090
North Dakota,McKenzie,nan,% change,38053,2097
North Dakota,McLean,-100.0,% change,38055,2103
North Dakota,Mercer,-2.466134074,% change,38057,2107
North Dakota,Morton,171.572758452,% change,38059,2114
North Dakota,Mountrail,nan,% change,38061,2119
North Dakota,Nelson,0.0,% change,38063,2122
North Dakota,Oliver,94.625922023,% change,38065,2127
North Dakota,Pembina,0.0,% change,38067,2131
North Dakota,Pierce,nan,% change,38069,2136
North Dakota,Ramsey,50.104220948,% change,38071,2141
North Dakota,Ransom,0.0,% change,38073,2147
North Dakota,Renville,0.0,% change,38075,2150
North Dakota,Richland,-0.483535316,% change,38077,2156
North Dakota,Rolette,nan,% change,38079,2161
North Dakota,Sargent,0.0,% change,38081,2164
North Dakota,Sheridan,0.0,% change,38083,2169
North Dakota,Sioux,0.0,% change,38085,2175
North Dakota,Slope,0.0,% change,38087,2180
North Dakota,Stark,63.0865958,% change,38089,2182
North Dakota,Steele,0.0,% change,38091,2186
North Dakota,Stutsman,-19.965728973,% change,38093,2199
North Dakota,Towner,0.0,% change,38095,2205
North Dakota,Traill,0.0,% change,38097,2217
North Dakota,Walsh,-23.902135887,% change,38099,2225
North Dakota,Ward,28.385386227,% change,38101,2233
North Dakota,Wells,0.0,% change,38103,2237
North Dakota,Williams,-10.82395087,% change,38105,2244
Ohio,Adams,0.0,% change,39001,2248
Ohio,Allen,-6.255428174,% change,39003,2250
Ohio,Ashland,-25.238688058,% change,39005,2254
Ohio,Ashtabula,2.944921513,% change,39007,2259
Ohio,Athens,-1.869722557,% change,39009,2266
Ohio,Auglaize,49.901740289,% change,39011,2273
Ohio,Belmont,31.475948797,% change,39013,2278
Ohio,Brown,-100.0,% change,39015,2282
Ohio,Butler,12.313021247,% change,39017,2286
Ohio,Carroll,-47.85794406,% change,39019,2289
Ohio,Champaign,105.545086093,% change,39021,2291
Ohio,Clark,2.327274348,% change,39023,2300
Ohio,Clermont,-7.828533943,% change,39025,2306
Ohio,Clinton,-49.983285977,% change,39027,2310
Ohio,Columbiana,3.510564466,% change,39029,2315
Ohio,Coshocton,51.150256522,% change,39031,2317
Ohio,Crawford,-14.147060923,% change,39033,2323
Ohio,Cuyahoga,23.135960301,% change,39035,2332
Ohio,Darke,22.347199628,% change,39037,2345
Ohio,Defiance,2.27433698,% change,39039,2350
Ohio,Delaware,-2.005986472,% change,39041,2352
Ohio,Erie,12.540697054,% change,39043,2357
Ohio,Fairfield,-3.629135256,% change,39045,2365
Ohio,Fayette,101.339752983,% change,39047,2368
Ohio,Franklin,2.197922557,% change,39049,2375
Ohio,Fulton,0.0614294,% change,39051,2378
Ohio,Gallia,-100.0,% change,39053,2383
Ohio,Geauga,13.608631587,% change,39055,2390
Ohio,Greene,-14.145887464,% change,39057,2393
Ohio,Guernsey,1.790816327,% change,39059,2399
Ohio,Hamilton,-12.418065987,% change,39061,2411
Ohio,Hancock,13.247028141,% change,39063,2427
Ohio,Hardin,-32.499124399,% change,39065,2432
Ohio,Harrison,0.0,% change,39067,2440
Ohio,Henry,-48.676152407,% change,39069,2451
Ohio,Highland,0.862931175,% change,39071,2457
Ohio,Hocking,nan,% change,39073,2461
Ohio,Holmes,-100.0,% change,39075,2464
Ohio,Huron,-59.315647959,% change,39077,2468
Ohio,Jackson,-32.116145161,% change,39079,2472
Ohio,Jefferson,71.907224198,% change,39081,2476
Ohio,Knox,-49.639170174,% change,39083,2479
Ohio,Lake,9.40685258,% change,39085,2493
Ohio,Lawrence,208.299165144,% change,39087,2499
Ohio,Licking,-45.955375007,% change,39089,2504
Ohio,Logan,-32.666238663,% change,39091,2510
Ohio,Lorain,-28.713782644,% change,39093,2516
Ohio,Lucas,-15.372054565,% change,39095,2520
Ohio,Madison,98.883609356,% change,39097,2529
Ohio,Mahoning,-28.889432218,% change,39099,2534
Ohio,Marion,1.913245783,% change,39101,2541
Ohio,Medina,26.913552824,% change,39103,2545
Ohio,Meigs,0.0,% change,39105,2549
Ohio,Mercer,-33.33988373,% change,39107,2552
Ohio,Miami,-8.158111552,% change,39109,2558
Ohio,Monroe,nan,% change,39111,2565
Ohio,Montgomery,3.662725178,% change,39113,2573
Ohio,Morgan,nan,% change,39115,2000
Ohio,Morrow,-0.423413629,% change,39117,2006
Ohio,Muskingum,0.361926707,% change,39119,2010
Ohio,Noble,104.085023887,% change,39121,2012
Ohio,Ottawa,-100.0,% change,39123,2019
Ohio,Paulding,-100.0,% change,39125,2024
Ohio,Perry,50.866209501,% change,39127,2027
Ohio,Pickaway,-2.770728316,% change,39129,2031
Ohio,Pike,-49.351914155,% change,39131,2034
Ohio,Portage,-20.149480149,% change,39133,2038
Ohio,Preble,2.135993188,% change,39135,2039
Ohio,Putnam,1.055385701,% change,39137,2040
Ohio,Richland,-7.618110842,% change,39139,2042
Ohio,Ross,26.054804317,% change,39141,2045
Ohio,Sandusky,2.21824868,% change,39143,2047
Ohio,Scioto,-48.041710388,% change,39145,2048
Ohio,Seneca,27.592264754,% change,39147,2049
Ohio,Shelby,-11.623671141,% change,39149,2052
Ohio,Stark,-12.600654933,% change,39151,2054
Ohio,Summit,8.022545206,% change,39153,2057
Ohio,Trumbull,-21.32362259,% change,39155,2061
Ohio,Tuscarawas,-0.0032438,% change,39157,2065
Ohio,Union,91.232688979,% change,39159,2067
Ohio,Van Wert,1.572818292,% change,39161,2071
Ohio,Vinton,0.0,% change,39163,2075
Ohio,Warren,6.984680496,% change,39165,2076
Ohio,Washington,-20.869285904,% change,39167,2080
Ohio,Wayne,31.26957677,% change,39169,2084
Ohio,Williams,52.661087186,% change,39171,2087
Ohio,Wood,-16.00457305,% change,39173,2091
Ohio,Wyandot,-48.654840759,% change,39175,2093
Oklahoma,Adair,0.0,% change,40001,2095
Oklahoma,Alfalfa,0.0,% change,40003,2099
Oklahoma,Atoka,0.0,% change,40005,2102
Oklahoma,Beaver,0.0,% change,40007,2104
Oklahoma,Beckham,297.646219686,% change,40009,2106
Oklahoma,Blaine,0.0,% change,40011,2110
Oklahoma,Bryan,-5.198716258,% change,40013,2112
Oklahoma,Caddo,0.0,% change,40015,2118
Oklahoma,Canadian,13.842395252,% change,40017,2123
Oklahoma,Carter,-0.67826051,% change,40019,2126
Oklahoma,Cherokee,-2.211236693,% change,40021,2129
Oklahoma,Choctaw,0.0,% change,40023,2133
Oklahoma,Cimarron,0.0,% change,40025,2135
Oklahoma,Cleveland,14.801398595,% change,40027,2140
Oklahoma,Coal,0.0,% change,40029,2144
Oklahoma,Comanche,626.403235638,% change,40031,2145
Oklahoma,Cotton,0.0,% change,40033,2146
Oklahoma,Craig,0.0,% change,40035,2148
Oklahoma,Creek,-66.87782126,% change,40037,2151
Oklahoma,Custer,138.259597177,% change,40039,2153
Oklahoma,Delaware,198.001432665,% change,40041,2154
Oklahoma,Dewey,0.0,% change,40043,2158
Oklahoma,Ellis,0.0,% change,40045,2165
Oklahoma,Garfield,13.450029922,% change,40047,2167
Oklahoma,Garvin,-1.778684418,% change,40049,2176
Oklahoma,Grady,20.44557531,% change,40051,2184
Oklahoma,Grant,0.0,% change,40053,2187
Oklahoma,Greer,0.0,% change,40055,2189
Oklahoma,Harmon,-100.0,% change,40057,2191
Oklahoma,Harper,0.0,% change,40059,2193
Oklahoma,Haskell,0.0,% change,40061,2195
Oklahoma,Hughes,2.361794069,% change,40063,2197
Oklahoma,Jackson,211.965980234,% change,40065,2202
Oklahoma,Jefferson,0.0,% change,40067,2206
Oklahoma,Johnston,0.0,% change,40069,2211
Oklahoma,Kay,-49.03296801,% change,40071,2215
Oklahoma,Kingfisher,nan,% change,40073,2219
Oklahoma,Kiowa,0.0,% change,40075,2222
Oklahoma,Latimer,0.0,% change,40077,2226
Oklahoma,Le Flore,51.510774046,% change,40079,2230
Oklahoma,Lincoln,-2.005492934,% change,40081,2234
Oklahoma,Logan,-53.729185688,% change,40083,2236
Oklahoma,Love,0.0,% change,40085,2238
Oklahoma,McClain,-77.208606441,% change,40087,2245
Oklahoma,McCurtain,nan,% change,40089,2252
Oklahoma,McIntosh,0.0,% change,40091,2258
Oklahoma,Major,-1.395168583,% change,40093,2260
Oklahoma,Marshall,0.0,% change,40095,2265
Oklahoma,Mayes,101.664551401,% change,40097,2270
Oklahoma,Murray,96.118886164,% change,40099,2276
Oklahoma,Muskogee,2.4476436,% change,40101,2281
Oklahoma,Noble,-100.0,% change,40103,2287
Oklahoma,Nowata,0.0,% change,40105,2290
Oklahoma,Okfuskee,0.0,% change,40107,2297
Oklahoma,Oklahoma,4.064107842,% change,40109,2303
Oklahoma,Okmulgee,1.721051555,% change,40111,2311
Oklahoma,Osage,51.458249678,% change,40113,2318
Oklahoma,Ottawa,-100.0,% change,40115,2325
Oklahoma,Pawnee,0.0,% change,40117,2329
Oklahoma,Payne,44.040542037,% change,40119,2340
Oklahoma,Pittsburg,nan,% change,40121,2344
Oklahoma,Pontotoc,96.38945972,% change,40123,2351
Oklahoma,Pottawatomie,94.562529521,% change,40125,2356
Oklahoma,Pushmataha,0.0,% change,40127,2362
Oklahoma,Roger Mills,0.0,% change,40129,2369
Oklahoma,Rogers,20.283174457,% change,40131,2374
Oklahoma,Seminole,0.0,% change,40133,2384
Oklahoma,Sequoyah,1.892950392,% change,40135,2391
Oklahoma,Stephens,nan,% change,40137,2396
Oklahoma,Texas,nan,% change,40139,2003
Oklahoma,Tillman,0.0,% change,40141,2005
Oklahoma,Tulsa,17.347389154,% change,40143,2008
Oklahoma,Wagoner,-68.165866749,% change,40145,2014
Oklahoma,Washington,-1.148052548,% change,40147,2018
Oklahoma,Washita,0.0,% change,40149,2023
Oklahoma,Woods,0.0,% change,40151,2029
Oklahoma,Woodward,92.114318486,% change,40153,2035
Oregon,Baker,-32.85678455,% change,41001,2044
Oregon,Benton,-17.472547163,% change,41003,2053
Oregon,Clackamas,5.944924309,% change,41005,2058
Oregon,Clatsop,-22.998162383,% change,41007,2064
Oregon,Columbia,-2.975278073,% change,41009,2070
Oregon,Coos,38.575147929,% change,41011,2083
Oregon,Crook,-7.68886502,% change,41013,2092
Oregon,Curry,65.847647719,% change,41015,2098
Oregon,Deschutes,11.382917923,% change,41017,2109
Oregon,Douglas,-20.691951896,% change,41019,2115
Oregon,Gilliam,0.0,% change,41021,2121
Oregon,Grant,-100.0,% change,41023,2130
Oregon,Harney,1.322131938,% change,41025,2134
Oregon,Hood River,-27.035639958,% change,41027,2138
Oregon,Jackson,42.944538113,% change,41029,2139
Oregon,Jefferson,182.014793027,% change,41031,2143
Oregon,Josephine,-15.239693923,% change,41033,2152
Oregon,Klamath,-16.661637725,% change,41035,2155
Oregon,Lake,-49.955242967,% change,41037,2159
Oregon,Lane,-8.83422531,% change,41039,2170
Oregon,Lincoln,-4.290456605,% change,41041,2174
Oregon,Linn,-12.490183004,% change,41043,2181
Oregon,Malheur,-32.37477928,% change,41045,2185
Oregon,Marion,-0.286686143,% change,41047,2200
Oregon,Morrow,0.0,% change,41049,2209
Oregon,Multnomah,29.652402619,% change,41051,2218
Oregon,Polk,-6.822032858,% change,41053,2223
Oregon,Sherman,0.0,% change,41055,2232
Oregon,Tillamook,-51.564348125,% change,41057,2242
Oregon,Umatilla,-39.922503881,% change,41059,2251
Oregon,Union,-0.629727758,% change,41061,2257
Oregon,Wallowa,nan,% change,41063,2263
Oregon,Wasco,-2.624560319,% change,41065,2267
Oregon,Washington,25.64853219,% change,41067,2272
Oregon,Wheeler,0.0,% change,41069,2277
Oregon,Yamhill,-4.361439534,% change,41071,2284
Pennsylvania,Adams,-85.745755759,% change,42001,2292
Pennsylvania,Allegheny,6.029409906,% change,42003,2302
Pennsylvania,Armstrong,-40.824843819,% change,42005,2309
Pennsylvania,Beaver,-25.882352301,% change,42007,2321
Pennsylvania,Bedford,154.94840911,% change,42009,2324
Pennsylvania,Berks,-10.825066463,% change,42011,2326
Pennsylvania,Blair,-31.686127048,% change,42013,2328
Pennsylvania,Bradford,-31.057401152,% change,42015,2333
Pennsylvania,Bucks,18.789137649,% change,42017,2336
Pennsylvania,Butler,-0.857110635,% change,42019,2338
Pennsylvania,Cambria,6.140879885,% change,42021,2341
Pennsylvania,Cameron,0.0,% change,42023,2343
Pennsylvania,Carbon,-12.158882604,% change,42025,2349
Pennsylvania,Centre,107.250503343,% change,42027,2354
Pennsylvania,Chester,12.78272003,% change,42029,2360
Pennsylvania,Clarion,-31.030309318,% change,42031,2366
Pennsylvania,Clearfield,21.992628225,% change,42033,2372
Pennsylvania,Clinton,-19.002693344,% change,42035,2379
Pennsylvania,Columbia,39.379005926,% change,42037,2385
Pennsylvania,Crawford,16.509202606,% change,42039,2389
Pennsylvania,Cumberland,17.679234856,% change,42041,2397
Pennsylvania,Dauphin,-1.82948406,% change,42043,2403
Pennsylvania,Delaware,8.682901893,% change,42045,2414
Pennsylvania,Elk,4.384840417,% change,42047,2420
Pennsylvania,Erie,-12.744959666,% change,42049,2425
Pennsylvania,Fayette,17.386462712,% change,42051,2431
