State,County,SNAP redemptions per SNAP-authorized stores (% change) 2012-17 (PCH_REDEMP_SNAPS_12_17),Units,FIPS,FID
Missouri,Knox,-16.01347602181202,% change,29103,1091
Missouri,Laclede,-43.903981551930485,% change,29105,1096
Missouri,Lafayette,-42.03511050526142,% change,29107,1099
Missouri,Lawrence,-22.164298007793,% change,29109,1101
Missouri,Lewis,-17.98343027015383,% change,29111,1104
Missouri,Lincoln,-45.788114602152824,% change,29113,1106
Missouri,Linn,-30.038041396244513,% change,29115,1109
Missouri,Livingston,-10.280375614673815,% change,29117,1112
Missouri,McDonald,-43.586393650462625,% change,29119,1113
Missouri,Macon,-36.996540997740354,% change,29121,1116
Missouri,Madison,-37.579232493673906,% change,29123,1117
Missouri,Maries,-33.94470440892424,% change,29125,1120
Missouri,Marion,-31.04843990509843,% change,29127,1122
Missouri,Mercer,-24.31669996440496,% change,29129,1125
Missouri,Miller,-29.200551586722355,% change,29131,1128
Missouri,Mississippi,-15.347827813828383,% change,29133,1131
Missouri,Moniteau,-40.160031649468294,% change,29135,1135
Missouri,Monroe,47.72053454219817,% change,29137,1139
Missouri,Montgomery,-40.38109967183236,% change,29139,1142
Missouri,Morgan,-24.94718713756667,% change,29141,1146
Missouri,New Madrid,-18.52668398585937,% change,29143,1149
Missouri,Newton,-21.697706926967857,% change,29145,1152
Missouri,Nodaway,-43.73459803728238,% change,29147,1156
Missouri,Oregon,-36.966506111536766,% change,29149,1158
Missouri,Osage,-48.02004062225979,% change,29151,1164
Missouri,Ozark,-35.44496908499806,% change,29153,1168
Missouri,Pemiscot,-2.522855314748375,% change,29155,1170
Missouri,Perry,-26.989776593644944,% change,29157,1172
Missouri,Pettis,-31.389947812220115,% change,29159,1174
Missouri,Phelps,-31.571995625675385,% change,29161,1176
Missouri,Pike,-32.55099810296055,% change,29163,1179
Missouri,Platte,-38.61670436225145,% change,29165,1181
Missouri,Polk,-19.166464062042536,% change,29167,1183
Missouri,Pulaski,-35.345573149315854,% change,29169,1185
Missouri,Putnam,-25.593857675955018,% change,29171,1188
Missouri,Ralls,-49.84939519901551,% change,29173,1191
Missouri,Randolph,-27.630486276055205,% change,29175,1194
Missouri,Ray,-26.551935931423152,% change,29177,1197
Missouri,Reynolds,-31.132593291756173,% change,29179,1200
Missouri,Ripley,-21.552934035057792,% change,29181,1203
Missouri,St. Charles,-37.03629032476592,% change,29183,1205
Missouri,St. Clair,-29.661392306645407,% change,29185,1208
Missouri,Ste. Genevieve,-40.25602030541216,% change,29186,1209
Missouri,St. Francois,-27.717096703749768,% change,29187,1212
Missouri,St. Louis County,-32.57096461861755,% change,29189,1216
Missouri,Saline,-37.28676910263001,% change,29195,1218
Missouri,Schuyler,9.822120300545869,% change,29197,1221
Missouri,Scotland,-8.507354026504078,% change,29199,1224
Missouri,Scott,-17.16434080463714,% change,29201,1227
Missouri,Shannon,-14.854388125308532,% change,29203,1229
Missouri,Shelby,-37.57006470072612,% change,29205,1232
Missouri,Stoddard,-13.941579852379752,% change,29207,1236
Missouri,Stone,-36.86699816725433,% change,29209,1237
Missouri,Sullivan,-26.857831946390252,% change,29211,1240
Missouri,Taney,-31.48621555066714,% change,29213,1242
Missouri,Texas,-25.61312691988094,% change,29215,1245
Missouri,Vernon,-41.35539494425715,% change,29217,1248
Missouri,Warren,-36.252777408383345,% change,29219,1251
Missouri,Washington,-20.40004579211636,% change,29221,1253
Missouri,Wayne,-10.309531419741681,% change,29223,1256
Missouri,Webster,-26.921656189207837,% change,29225,1258
Missouri,Worth,nan,% change,29227,1261
Missouri,Wright,-18.227058027703332,% change,29229,1263
Missouri,St. Louis County,-31.173480543290843,% change,29510,1216
Montana,Beaverhead,-24.879851808376195,% change,30001,1269
Montana,Big Horn,-6.690274929342302,% change,30003,1274
Montana,Blaine,3.749786174894762,% change,30005,1124
Montana,Broadwater,nan,% change,30007,1132
Montana,Carbon,-42.53422425207221,% change,30009,1137
Montana,Carter,nan,% change,30011,1141
Montana,Cascade,-9.056270270939255,% change,30013,1144
Montana,Chouteau,nan,% change,30015,1150
Montana,Custer,-34.58457349547829,% change,30017,1153
Montana,Daniels,nan,% change,30019,1157
Montana,Dawson,10.05951067920054,% change,30021,1160
Montana,Deer Lodge,-20.511817812766285,% change,30023,1163
Montana,Fallon,nan,% change,30025,1165
Montana,Fergus,19.547145988424937,% change,30027,1169
Montana,Flathead,-26.994242534093882,% change,30029,1173
Montana,Gallatin,-24.278077291470552,% change,30031,1177
Montana,Garfield,nan,% change,30033,1182
Montana,Glacier,-39.77875454033167,% change,30035,1186
Montana,Golden Valley,nan,% change,30037,1189
Montana,Granite,nan,% change,30039,1192
Montana,Hill,12.239813193341838,% change,30041,1195
Montana,Jefferson,-25.163502988262383,% change,30043,1199
Montana,Judith Basin,nan,% change,30045,1202
Montana,Lake,13.283321181019195,% change,30047,1207
Montana,Lewis and Clark,-14.711571015260096,% change,30049,1211
Montana,Liberty,nan,% change,30051,1214
Montana,Lincoln,-2.572832933194568,% change,30053,1219
Montana,McCone,nan,% change,30055,1223
Montana,Madison,-9.299845468901072,% change,30057,1226
Montana,Meagher,nan,% change,30059,1231
Montana,Mineral,-23.193437562321204,% change,30061,1234
Montana,Missoula,-20.924892744575722,% change,30063,1239
Montana,Musselshell,nan,% change,30065,1241
Montana,Park,-26.85075512858918,% change,30067,1244
Montana,Petroleum,nan,% change,30069,1247
Montana,Phillips,nan,% change,30071,1250
Montana,Pondera,-30.507193434409018,% change,30073,1254
Montana,Powder River,nan,% change,30075,1259
Montana,Powell,nan,% change,30077,1262
Montana,Prairie,nan,% change,30079,1264
Montana,Ravalli,-28.446104208592953,% change,30081,1268
Montana,Richland,-4.855755544850969,% change,30083,1271
Montana,Roosevelt,8.356851682475932,% change,30085,1275
Montana,Rosebud,-11.630143767243851,% change,30087,1277
Montana,Sanders,22.909486661427852,% change,30089,1278
Montana,Sheridan,nan,% change,30091,1281
Montana,Silver Bow,-16.218922033095883,% change,30093,1284
Montana,Stillwater,-16.666434449124118,% change,30095,1286
Montana,Sweet Grass,nan,% change,30097,1288
Montana,Teton,nan,% change,30099,1290
Montana,Toole,-2.427397050763019,% change,30101,1292
Montana,Treasure,nan,% change,30103,1293
Montana,Valley,-13.406624952366379,% change,30105,1296
Montana,Wheatland,nan,% change,30107,1298
Montana,Wibaux,nan,% change,30109,1300
Montana,Yellowstone,-17.35158608429934,% change,30111,1302
Nebraska,Adams,-13.573535899903034,% change,31001,1303
Nebraska,Antelope,35.197677753188074,% change,31003,1305
Nebraska,Arthur,nan,% change,31005,1307
Nebraska,Banner,nan,% change,31007,1308
Nebraska,Blaine,nan,% change,31009,1309
Nebraska,Boone,-15.22966550686515,% change,31011,1310
Nebraska,Box Butte,-33.46325611171031,% change,31013,1315
Nebraska,Boyd,nan,% change,31015,1317
Nebraska,Brown,6.500336447194477,% change,31017,1319
Nebraska,Buffalo,-32.32269914538243,% change,31019,1321
Nebraska,Burt,-7.7506122655716965,% change,31021,1323
Nebraska,Butler,nan,% change,31023,1325
Nebraska,Cass,-19.78291029372635,% change,31025,1326
Nebraska,Cedar,-27.214761319060255,% change,31027,1329
Nebraska,Chase,9.562594030391613,% change,31029,1330
Nebraska,Cherry,-12.976267729359137,% change,31031,1333
Nebraska,Cheyenne,-14.60567842185643,% change,31033,1334
Nebraska,Clay,-6.212680167394559,% change,31035,1336
Nebraska,Colfax,-21.52766905565624,% change,31037,1338
Nebraska,Cuming,-20.618737013980805,% change,31039,1340
Nebraska,Custer,3.060523492278364,% change,31041,1342
Nebraska,Dakota,-32.60112308931709,% change,31043,1344
Nebraska,Dawes,-49.596188814120225,% change,31045,1347
Nebraska,Dawson,-18.49528799605798,% change,31047,1349
Nebraska,Deuel,nan,% change,31049,1351
Nebraska,Dixon,nan,% change,31051,1353
Nebraska,Dodge,-29.342633528673318,% change,31053,1354
Nebraska,Douglas,-28.500190984340147,% change,31055,1358
Nebraska,Dundy,nan,% change,31057,1360
Nebraska,Fillmore,14.195224391264539,% change,31059,1363
Nebraska,Franklin,nan,% change,31061,1369
Nebraska,Frontier,nan,% change,31063,1371
Nebraska,Furnas,-46.64873039596987,% change,31065,1374
Nebraska,Gage,-23.222764855593255,% change,31067,1378
Nebraska,Garden,nan,% change,31069,1381
Nebraska,Garfield,nan,% change,31071,1391
Nebraska,Gosper,nan,% change,31073,1393
Nebraska,Grant,nan,% change,31075,1395
Nebraska,Greeley,nan,% change,31077,1397
Nebraska,Hall,-9.781821544949135,% change,31079,1402
Nebraska,Hamilton,-7.319535632351733,% change,31081,1405
Nebraska,Harlan,nan,% change,31083,1409
Nebraska,Hayes,nan,% change,31085,1411
Nebraska,Hitchcock,nan,% change,31087,1414
Nebraska,Holt,-16.101850999041098,% change,31089,1416
Nebraska,Hooker,nan,% change,31091,1418
Nebraska,Howard,-15.895367904162905,% change,31093,1311
Nebraska,Jefferson,8.027753972938521,% change,31095,1312
Nebraska,Johnson,nan,% change,31097,1313
Nebraska,Kearney,-18.55031251206405,% change,31099,1314
Nebraska,Keith,2.5171358629542997,% change,31101,1316
Nebraska,Keya Paha,nan,% change,31103,1318
Nebraska,Kimball,nan,% change,31105,1320
Nebraska,Knox,-3.2941606462466515,% change,31107,1322
Nebraska,Lancaster,-18.322847152066053,% change,31109,1324
Nebraska,Lincoln,-13.895927200520298,% change,31111,1327
Nebraska,Logan,nan,% change,31113,1328
Nebraska,Loup,nan,% change,31115,1331
Nebraska,McPherson,nan,% change,31117,1332
Nebraska,Madison,-32.97258730736172,% change,31119,1335
Nebraska,Merrick,nan,% change,31121,1337
Nebraska,Morrill,14.839860801266006,% change,31123,1339
Nebraska,Nance,nan,% change,31125,1341
Nebraska,Nemaha,-32.97757896366289,% change,31127,1343
Nebraska,Nuckolls,-27.17113917610635,% change,31129,1345
Nebraska,Otoe,-11.84073571327745,% change,31131,1348
Nebraska,Pawnee,nan,% change,31133,1350
Nebraska,Perkins,nan,% change,31135,1352
Nebraska,Phelps,-28.508821430945584,% change,31137,1355
Nebraska,Pierce,nan,% change,31139,1356
Nebraska,Platte,-29.20341478241925,% change,31141,1359
Nebraska,Polk,nan,% change,31143,1362
Nebraska,Red Willow,-29.85070320071114,% change,31145,1364
Nebraska,Richardson,-22.417579892269774,% change,31147,1365
Nebraska,Rock,nan,% change,31149,1366
Nebraska,Saline,-25.098047252445184,% change,31151,1367
Nebraska,Sarpy,-40.21264598953741,% change,31153,1368
Nebraska,Saunders,-32.173419837189506,% change,31155,1370
Nebraska,Scotts Bluff,-4.14130871323581,% change,31157,1373
Nebraska,Seward,-33.37752151049444,% change,31159,1375
Nebraska,Sheridan,-24.566363582622333,% change,31161,1376
Nebraska,Sherman,nan,% change,31163,1377
Nebraska,Sioux,nan,% change,31165,1380
Nebraska,Stanton,nan,% change,31167,1382
Nebraska,Thayer,17.267691299093464,% change,31169,1383
Nebraska,Thomas,nan,% change,31171,1384
Nebraska,Thurston,3.6722064810418438,% change,31173,1385
Nebraska,Valley,-28.942434580839315,% change,31175,1386
Nebraska,Washington,-18.821670379202928,% change,31177,1387
Nebraska,Wayne,nan,% change,31179,1388
Nebraska,Webster,nan,% change,31181,1389
Nebraska,Wheeler,nan,% change,31183,1390
Nebraska,York,-37.60653609102112,% change,31185,1392
Nevada,Churchill,26.680099538992973,% change,32001,1396
Nevada,Clark,13.816485329096723,% change,32003,1399
Nevada,Douglas,-28.3067662134526,% change,32005,1400
Nevada,Elko,-4.455298696799205,% change,32007,1401
Nevada,Esmeralda,nan,% change,32009,1404
Nevada,Eureka,nan,% change,32011,1406
Nevada,Humboldt,8.022114811241362,% change,32013,1407
Nevada,Lander,nan,% change,32015,1408
Nevada,Lincoln,47.28489843751043,% change,32017,1410
Nevada,Lyon,-38.56876429860737,% change,32019,1412
Nevada,Mineral,-33.871740364812744,% change,32021,1415
Nevada,Nye,-14.314439289003417,% change,32023,1417
Nevada,Pershing,nan,% change,32027,1419
Nevada,Storey,nan,% change,32029,1420
Nevada,Washoe,-12.468355856078182,% change,32031,1423
Nevada,White Pine,nan,% change,32033,1425
Nevada,Carson City,-31.94095726404422,% change,32510,1428
New Hampshire,Belknap,-31.29814209039634,% change,33001,1432
New Hampshire,Carroll,-30.73174810039132,% change,33003,1435
New Hampshire,Cheshire,-30.17288621235661,% change,33005,1437
New Hampshire,Coos,-27.808928449082686,% change,33007,1440
New Hampshire,Grafton,-39.089395802991746,% change,33009,1442
New Hampshire,Hillsborough,-26.285643794830165,% change,33011,1443
New Hampshire,Merrimack,-39.309100807088704,% change,33013,1444
New Hampshire,Rockingham,-29.47623539570565,% change,33015,1448
New Hampshire,Strafford,-48.0781633394861,% change,33017,1453
New Hampshire,Sullivan,-43.71734840710339,% change,33019,1454
New Jersey,Atlantic,-7.602663165846116,% change,34001,1461
New Jersey,Bergen,-15.990321359809087,% change,34003,1465
New Jersey,Burlington,-22.307236841873546,% change,34005,1470
New Jersey,Camden,-14.37663119957649,% change,34007,1472
New Jersey,Cape May,-29.570694743207067,% change,34009,1477
New Jersey,Cumberland,-17.05405028151363,% change,34011,1482
New Jersey,Essex,-15.507315744794667,% change,34013,1483
New Jersey,Gloucester,-23.638349643292923,% change,34015,1484
New Jersey,Hudson,1.8391765925387396,% change,34017,1487
New Jersey,Hunterdon,-42.019653269060285,% change,34019,1488
New Jersey,Mercer,-26.86665716158244,% change,34021,1493
New Jersey,Middlesex,-12.475856261886028,% change,34023,1497
New Jersey,Monmouth,-20.839669448316133,% change,34025,1504
New Jersey,Morris,-33.272917526598974,% change,34027,1511
New Jersey,Ocean,-29.516446993397782,% change,34029,1546
New Jersey,Passaic,-9.144131071576176,% change,34031,1551
New Jersey,Salem,-22.264840871034018,% change,34033,1553
New Jersey,Somerset,-30.671724867439387,% change,34035,1558
New Jersey,Sussex,-41.11736216523307,% change,34037,1561
New Jersey,Union,-21.632031817463087,% change,34039,1566
New Jersey,Warren,-21.969697863583196,% change,34041,1570
New Mexico,Bernalillo,-14.114703863328176,% change,35001,1574
New Mexico,Catron,-34.88531172751882,% change,35003,1576
New Mexico,Chaves,-5.80739966981017,% change,35005,1578
New Mexico,Cibola,-18.180669901176707,% change,35006,1580
New Mexico,Colfax,-49.514262055422506,% change,35007,1582
New Mexico,Curry,-9.10485325572977,% change,35009,1586
New Mexico,De Baca,nan,% change,35011,1589
New Mexico,Doña Ana,-11.485349628122139,% change,35013,
New Mexico,Eddy,-7.867690056245024,% change,35015,1592
New Mexico,Grant,-27.210534202451225,% change,35017,1594
New Mexico,Guadalupe,-18.21146693240255,% change,35019,1595
New Mexico,Harding,nan,% change,35021,1597
New Mexico,Hidalgo,-19.79993593022207,% change,35023,1600
New Mexico,Lea,-4.605034846333694,% change,35025,1604
New Mexico,Lincoln,-12.573944496520445,% change,35027,1613
New Mexico,Los Alamos,29.108633331324,% change,35028,1618
New Mexico,Luna,-13.45987844462889,% change,35029,1622
New Mexico,McKinley,-13.609546679287268,% change,35031,1626
New Mexico,Mora,nan,% change,35033,1629
New Mexico,Otero,-7.057314656111474,% change,35035,1633
New Mexico,Quay,-25.963924668867485,% change,35037,1637
New Mexico,Rio Arriba,-21.41988175313571,% change,35039,1639
New Mexico,Roosevelt,-6.168750897490288,% change,35041,1642
New Mexico,Sandoval,-1.7954809915120102,% change,35043,1646
New Mexico,San Juan,25.593579286726065,% change,35045,1650
New Mexico,San Miguel,-0.7105986347233645,% change,35047,1652
New Mexico,Santa Fe,-18.071430249552677,% change,35049,1654
New Mexico,Sierra,8.637410140605597,% change,35051,1657
New Mexico,Socorro,-22.452764585318757,% change,35053,1659
New Mexico,Taos,-26.30913466424896,% change,35055,1662
New Mexico,Torrance,-22.75755589547393,% change,35057,1664
New Mexico,Union,-5.286393669275165,% change,35059,1667
New Mexico,Valencia,-23.31863431775769,% change,35061,1670
New York,Albany,-9.241802900991058,% change,36001,1673
New York,Allegany,-10.949656971326686,% change,36003,1674
New York,Bronx,4.15448623393826,% change,36005,1681
New York,Broome,-8.953876742850124,% change,36007,1683
New York,Cattaraugus,-4.377229674995461,% change,36009,1687
New York,Cayuga,-25.58199937447872,% change,36011,1689
New York,Chautauqua,-9.961432681439438,% change,36013,1694
New York,Chemung,-12.433479802375587,% change,36015,1696
New York,Chenango,-25.91154711784615,% change,36017,1699
New York,Clinton,-18.82620131528282,% change,36019,1702
New York,Columbia,-24.536492811523296,% change,36021,1704
New York,Cortland,-21.344294687679206,% change,36023,1706
New York,Delaware,-17.958164649208765,% change,36025,1707
New York,Dutchess,-33.86995976296734,% change,36027,1711
New York,Erie,-6.543795131462817,% change,36029,1723
New York,Essex,-25.53151742530458,% change,36031,1728
New York,Franklin,-13.227222496606695,% change,36033,1731
New York,Fulton,-22.08994555110027,% change,36035,1734
New York,Genesee,-11.726683232921784,% change,36037,1736
New York,Greene,-27.630871758753106,% change,36039,1739
New York,Hamilton,nan,% change,36041,1742
New York,Herkimer,-10.276022436482455,% change,36043,1745
New York,Jefferson,-5.472882174133287,% change,36045,1782
New York,Kings,-3.3260593511488494,% change,36047,1788
New York,Lewis,6.038211219901027,% change,36049,1790
New York,Livingston,-25.834138138657003,% change,36051,1791
New York,Madison,-22.103401862077064,% change,36053,1796
New York,Monroe,-1.0354739787159295,% change,36055,1804
New York,Montgomery,-26.176410130805657,% change,36057,1807
New York,Nassau,-22.040322293047314,% change,36059,1839
New York,New York,-12.377689378716575,% change,36061,1847
New York,Niagara,-3.3833650424853117,% change,36063,1850
New York,Oneida,-14.702563042459655,% change,36065,1852
New York,Onondaga,-20.497157489911388,% change,36067,1853
New York,Ontario,-36.78436171472524,% change,36069,1856
New York,Orange,-19.679833363649337,% change,36071,1859
New York,Orleans,-10.53566304862418,% change,36073,1862
New York,Oswego,-15.11483414913374,% change,36075,1864
New York,Otsego,-26.686218692180958,% change,36077,1868
New York,Putnam,-37.39689225274682,% change,36079,1870
New York,Queens,-3.7267304198153917,% change,36081,1872
New York,Rensselaer,-19.39977195546165,% change,36083,1874
New York,Richmond,-7.562627763016552,% change,36085,1876
New York,Rockland,-16.76369569038032,% change,36087,1879
New York,St. Lawrence,-22.784371579840954,% change,36089,1883
New York,Saratoga,-31.234296454010334,% change,36091,1885
New York,Schenectady,-18.369870405258702,% change,36093,1887
New York,Schoharie,-30.71546228932413,% change,36095,1888
New York,Schuyler,-37.540157633033274,% change,36097,1889
New York,Seneca,-34.922574734098916,% change,36099,1890
New York,Steuben,-13.2566685881327,% change,36101,1891
New York,Suffolk,-23.611256074347587,% change,36103,1924
New York,Sullivan,-19.89936202989611,% change,36105,1928
New York,Tioga,-31.452142122940742,% change,36107,1930
New York,Tompkins,-27.185304992037562,% change,36109,1933
New York,Ulster,-24.06432067546272,% change,36111,1935
New York,Warren,-29.299754020203157,% change,36113,1938
New York,Washington,-22.78116257146995,% change,36115,1942
New York,Wayne,-41.55293445102395,% change,36117,1952
New York,Westchester,-3.0286111695725753,% change,36119,1960
New York,Wyoming,-27.03942221230925,% change,36121,1962
New York,Yates,-17.524057671526798,% change,36123,1965
North Carolina,Alamance,-23.45824774770866,% change,37001,1967
North Carolina,Alexander,-51.15856834756034,% change,37003,1968
North Carolina,Alleghany,8.212581842388381,% change,37005,1970
North Carolina,Anson,-12.444083986723376,% change,37007,1972
North Carolina,Ashe,-26.022977310914186,% change,37009,1975
North Carolina,Avery,-41.93598602114463,% change,37011,1977
North Carolina,Beaufort,-37.16868656592365,% change,37013,1981
North Carolina,Bertie,-23.090836242940295,% change,37015,1983
North Carolina,Bladen,-27.88913544024581,% change,37017,1986
North Carolina,Brunswick,-32.49724642535494,% change,37019,1995
North Carolina,Buncombe,-37.677898322704415,% change,37021,1422
North Carolina,Burke,-32.36450065600954,% change,37023,1424
North Carolina,Cabarrus,-32.21767408525048,% change,37025,1426
North Carolina,Caldwell,-25.98909203613325,% change,37027,1429
North Carolina,Camden,-50.87793089231172,% change,37029,1433
North Carolina,Carteret,-38.28012640581789,% change,37031,1447
North Carolina,Caswell,-16.25613991875581,% change,37033,1449
North Carolina,Catawba,-34.623870324012074,% change,37035,1450
North Carolina,Chatham,-30.256592923874287,% change,37037,1451
North Carolina,Cherokee,-34.41605993622572,% change,37039,1452
North Carolina,Chowan,-42.13864898284218,% change,37041,1455
North Carolina,Clay,-29.765921177248057,% change,37043,1457
North Carolina,Cleveland,-28.442649135781135,% change,37045,1458
North Carolina,Columbus,-21.86999341439993,% change,37047,1459
North Carolina,Craven,-39.19326055437679,% change,37049,1462
North Carolina,Cumberland,-14.409443480081691,% change,37051,1464
North Carolina,Currituck,-52.41931469658856,% change,37053,1481
North Carolina,Dare,-50.64726022901872,% change,37055,1485
North Carolina,Davidson,-31.11952198687981,% change,37057,1489
North Carolina,Davie,-29.594118601139453,% change,37059,1490
North Carolina,Duplin,-36.08624572551392,% change,37061,1492
North Carolina,Durham,-32.549180888741205,% change,37063,1494
North Carolina,Edgecombe,6.096797303525694,% change,37065,1495
North Carolina,Forsyth,-16.585270632798508,% change,37067,1496
North Carolina,Franklin,-29.670610950114607,% change,37069,1498
North Carolina,Gaston,-28.98721060915723,% change,37071,1499
North Carolina,Gates,34.59435453128097,% change,37073,1500
North Carolina,Graham,-19.497964410597255,% change,37075,1502
North Carolina,Granville,-25.90261826453587,% change,37077,1503
North Carolina,Greene,-15.902382969473406,% change,37079,1505
North Carolina,Guilford,-19.509849033653754,% change,37081,1506
North Carolina,Halifax,-17.790648440879306,% change,37083,1508
North Carolina,Harnett,-28.886923833657917,% change,37085,1509
North Carolina,Haywood,-34.27817610335187,% change,37087,1512
North Carolina,Henderson,-43.61813126051668,% change,37089,1514
North Carolina,Hertford,-1.95176079108866,% change,37091,1515
North Carolina,Hoke,-28.776470537387432,% change,37093,1517
North Carolina,Hyde,-16.018833164906756,% change,37095,1521
North Carolina,Iredell,-39.87203454418945,% change,37097,1525
North Carolina,Jackson,-42.75607484346166,% change,37099,1528
North Carolina,Johnston,-31.585939633856626,% change,37101,1530
North Carolina,Jones,-65.47859480316815,% change,37103,1536
North Carolina,Lee,-19.896551559686454,% change,37105,1540
North Carolina,Lenoir,-13.290077279928516,% change,37107,1542
North Carolina,Lincoln,-34.56783109591408,% change,37109,1545
North Carolina,McDowell,-43.52934814258481,% change,37111,1554
North Carolina,Macon,-50.33443288072118,% change,37113,1556
North Carolina,Madison,-26.020531641462757,% change,37115,1560
North Carolina,Martin,-28.966273115881958,% change,37117,1563
North Carolina,Mecklenburg,-31.720929259258007,% change,37119,1565
North Carolina,Mitchell,-28.39331771296692,% change,37121,1568
North Carolina,Montgomery,-43.82535790701161,% change,37123,1573
North Carolina,Moore,-26.293661752995305,% change,37125,1584
North Carolina,Nash,-27.048945893798802,% change,37127,1588
North Carolina,New Hanover,-31.474249134993155,% change,37129,1602
North Carolina,Northampton,-29.8531375701382,% change,37131,1606
North Carolina,Onslow,-20.480922680880578,% change,37133,1625
North Carolina,Orange,-34.46029680185013,% change,37135,1630
North Carolina,Pamlico,-7.704672203511645,% change,37137,1703
North Carolina,Pasquotank,-21.873126310701508,% change,37139,1714
North Carolina,Pender,-29.026839349984346,% change,37141,1718
North Carolina,Perquimans,-26.36431849661345,% change,37143,1724
North Carolina,Person,-31.534753334748327,% change,37145,1729
North Carolina,Pitt,-17.621825471948206,% change,37147,1733
North Carolina,Polk,-32.6877555174909,% change,37149,1738
North Carolina,Randolph,-17.88866552894507,% change,37151,1741
North Carolina,Richmond,-9.769321583237733,% change,37153,1744
North Carolina,Robeson,-32.57479271163923,% change,37155,1747
North Carolina,Rockingham,-22.76885690888008,% change,37157,1751
North Carolina,Rowan,-22.865159696098868,% change,37159,1754
North Carolina,Rutherford,-20.437543844663246,% change,37161,1764
North Carolina,Sampson,-22.500575390859346,% change,37163,1769
North Carolina,Scotland,-10.273827467738968,% change,37165,1772
North Carolina,Stanly,-27.862306380069256,% change,37167,1775
North Carolina,Stokes,-13.083503235772852,% change,37169,1777
North Carolina,Surry,-39.17170227607473,% change,37171,1780
North Carolina,Swain,-38.19583928279351,% change,37173,1784
North Carolina,Transylvania,-40.24736249254895,% change,37175,1786
North Carolina,Tyrrell,-2.196556742748173,% change,37177,1794
North Carolina,Union,-39.05081310768578,% change,37179,1798
North Carolina,Vance,-43.39239637894271,% change,37181,1801
North Carolina,Wake,-34.03881608749896,% change,37183,1805
North Carolina,Warren,-28.094693560414797,% change,37185,1809
North Carolina,Washington,-29.211134446036823,% change,37187,1811
North Carolina,Watauga,-34.925334653978794,% change,37189,1813
North Carolina,Wayne,-23.191376603826498,% change,37191,1814
North Carolina,Wilkes,-33.104044271814516,% change,37193,1817
North Carolina,Wilson,-20.884469788342063,% change,37195,1819
North Carolina,Yadkin,-40.111516547499434,% change,37197,1821
North Carolina,Yancey,-45.85801728560005,% change,37199,1823
North Dakota,Adams,nan,% change,38001,1826
North Dakota,Barnes,-42.07220228761761,% change,38003,1828
North Dakota,Benson,-16.15001359244836,% change,38005,1831
North Dakota,Billings,nan,% change,38007,1833
North Dakota,Bottineau,11.416409086542911,% change,38009,1836
North Dakota,Bowman,28.629278114041906,% change,38011,1838
North Dakota,Burke,nan,% change,38013,1841
North Dakota,Burleigh,-39.67995295942796,% change,38015,1844
North Dakota,Cass,-22.12241827678421,% change,38017,1848
North Dakota,Cavalier,nan,% change,38019,1849
North Dakota,Dickey,-68.62618627029178,% change,38021,2004
North Dakota,Divide,nan,% change,38023,2007
North Dakota,Dunn,nan,% change,38025,2013
North Dakota,Eddy,nan,% change,38027,2017
North Dakota,Emmons,-20.70739390344731,% change,38029,2021
North Dakota,Foster,nan,% change,38031,2026
North Dakota,Golden Valley,nan,% change,38033,2036
North Dakota,Grand Forks,-30.695028405953806,% change,38035,2043
North Dakota,Grant,-9.324058064577983,% change,38037,2051
North Dakota,Griggs,nan,% change,38039,2056
North Dakota,Hettinger,nan,% change,38041,2063
North Dakota,Kidder,nan,% change,38043,2068
North Dakota,LaMoure,nan,% change,38045,2074
North Dakota,Logan,nan,% change,38047,2078
North Dakota,McHenry,nan,% change,38049,2082
North Dakota,McIntosh,nan,% change,38051,2090
North Dakota,McKenzie,76.07274974418527,% change,38053,2097
North Dakota,McLean,8.376212491255398,% change,38055,2103
North Dakota,Mercer,10.917962481041135,% change,38057,2107
North Dakota,Morton,19.591384565859748,% change,38059,2114
North Dakota,Mountrail,-61.24380897576054,% change,38061,2119
North Dakota,Nelson,nan,% change,38063,2122
North Dakota,Oliver,nan,% change,38065,2127
North Dakota,Pembina,-9.688034856339922,% change,38067,2131
North Dakota,Pierce,nan,% change,38069,2136
North Dakota,Ramsey,0.10313412509752018,% change,38071,2141
North Dakota,Ransom,5.0292645511836644,% change,38073,2147
North Dakota,Renville,nan,% change,38075,2150
North Dakota,Richland,-23.208192789900043,% change,38077,2156
North Dakota,Rolette,-23.52666649227188,% change,38079,2161
North Dakota,Sargent,nan,% change,38081,2164
North Dakota,Sheridan,nan,% change,38083,2169
North Dakota,Sioux,-29.589304784935383,% change,38085,2175
North Dakota,Slope,nan,% change,38087,2180
North Dakota,Stark,23.71363189186245,% change,38089,2182
North Dakota,Steele,nan,% change,38091,2186
North Dakota,Stutsman,-21.01706966011094,% change,38093,2199
North Dakota,Towner,nan,% change,38095,2205
North Dakota,Traill,-57.14031955147697,% change,38097,2217
North Dakota,Walsh,-16.240684962193924,% change,38099,2225
North Dakota,Ward,-6.491043990812191,% change,38101,2233
North Dakota,Wells,-9.129947234292251,% change,38103,2237
North Dakota,Williams,-34.338013145219435,% change,38105,2244
Ohio,Adams,-29.77560624977939,% change,39001,2248
Ohio,Allen,-50.26952257306413,% change,39003,2250
Ohio,Ashland,-41.03378392882076,% change,39005,2254
Ohio,Ashtabula,-28.537144698891158,% change,39007,2259
