State,County,Farmers' markets 2013 (FMRKT13),Units,FIPS,FID
Nebraska,Harlan,2.0,Count,31083.0,1409
Nebraska,Hayes,0.0,Count,31085.0,1411
Nebraska,Hitchcock,0.0,Count,31087.0,1414
Nebraska,Holt,0.0,Count,31089.0,1416
Nebraska,Hooker,0.0,Count,31091.0,1418
Nebraska,Howard,0.0,Count,31093.0,1311
Nebraska,Jefferson,1.0,Count,31095.0,1312
Nebraska,Johnson,0.0,Count,31097.0,1313
Nebraska,Kearney,2.0,Count,31099.0,1314
Nebraska,Keith,1.0,Count,31101.0,1316
Nebraska,Keya Paha,0.0,Count,31103.0,1318
Nebraska,Kimball,0.0,Count,31105.0,1320
Nebraska,Knox,0.0,Count,31107.0,1322
Nebraska,Lancaster,6.0,Count,31109.0,1324
Nebraska,Lincoln,2.0,Count,31111.0,1327
Nebraska,Logan,0.0,Count,31113.0,1328
Nebraska,Loup,0.0,Count,31115.0,1331
Nebraska,McPherson,0.0,Count,31117.0,1332
Nebraska,Madison,3.0,Count,31119.0,1335
Nebraska,Merrick,0.0,Count,31121.0,1337
Nebraska,Morrill,1.0,Count,31123.0,1339
Nebraska,Nance,0.0,Count,31125.0,1341
Nebraska,Nemaha,2.0,Count,31127.0,1343
Nebraska,Nuckolls,0.0,Count,31129.0,1345
Nebraska,Otoe,1.0,Count,31131.0,1348
Nebraska,Pawnee,0.0,Count,31133.0,1350
Nebraska,Perkins,0.0,Count,31135.0,1352
Nebraska,Phelps,1.0,Count,31137.0,1355
Nebraska,Pierce,1.0,Count,31139.0,1356
Nebraska,Platte,1.0,Count,31141.0,1359
Nebraska,Polk,1.0,Count,31143.0,1362
Nebraska,Red Willow,1.0,Count,31145.0,1364
Nebraska,Richardson,0.0,Count,31147.0,1365
Nebraska,Rock,1.0,Count,31149.0,1366
Nebraska,Saline,1.0,Count,31151.0,1367
Nebraska,Sarpy,0.0,Count,31153.0,1368
Nebraska,Saunders,3.0,Count,31155.0,1370
Nebraska,Scotts Bluff,2.0,Count,31157.0,1373
Nebraska,Seward,1.0,Count,31159.0,1375
Nebraska,Sheridan,2.0,Count,31161.0,1376
Nebraska,Sherman,1.0,Count,31163.0,1377
Nebraska,Sioux,0.0,Count,31165.0,1380
Nebraska,Stanton,0.0,Count,31167.0,1382
Nebraska,Thayer,2.0,Count,31169.0,1383
Nebraska,Thomas,0.0,Count,31171.0,1384
Nebraska,Thurston,0.0,Count,31173.0,1385
Nebraska,Valley,1.0,Count,31175.0,1386
Nebraska,Washington,1.0,Count,31177.0,1387
Nebraska,Wayne,1.0,Count,31179.0,1388
Nebraska,Webster,1.0,Count,31181.0,1389
Nebraska,Wheeler,0.0,Count,31183.0,1390
Nebraska,York,1.0,Count,31185.0,1392
Nevada,Churchill,1.0,Count,32001.0,1396
Nevada,Clark,11.0,Count,32003.0,1399
Nevada,Douglas,3.0,Count,32005.0,1400
Nevada,Elko,1.0,Count,32007.0,1401
Nevada,Esmeralda,0.0,Count,32009.0,1404
Nevada,Eureka,1.0,Count,32011.0,1406
Nevada,Humboldt,1.0,Count,32013.0,1407
Nevada,Lander,0.0,Count,32015.0,1408
Nevada,Lincoln,3.0,Count,32017.0,1410
Nevada,Lyon,6.0,Count,32019.0,1412
Nevada,Mineral,1.0,Count,32021.0,1415
Nevada,Nye,1.0,Count,32023.0,1417
Nevada,Pershing,0.0,Count,32027.0,1419
Nevada,Storey,1.0,Count,32029.0,1420
Nevada,Washoe,12.0,Count,32031.0,1423
Nevada,White Pine,1.0,Count,32033.0,1425
Nevada,Carson City,2.0,Count,32510.0,1428
New Hampshire,Belknap,15.0,Count,33001.0,1432
New Hampshire,Carroll,7.0,Count,33003.0,1435
New Hampshire,Cheshire,5.0,Count,33005.0,1437
New Hampshire,Coos,3.0,Count,33007.0,1440
New Hampshire,Grafton,8.0,Count,33009.0,1442
New Hampshire,Hillsborough,17.0,Count,33011.0,1443
New Hampshire,Merrimack,13.0,Count,33013.0,1444
New Hampshire,Rockingham,14.0,Count,33015.0,1448
New Hampshire,Strafford,9.0,Count,33017.0,1453
New Hampshire,Sullivan,4.0,Count,33019.0,1454
New Jersey,Atlantic,5.0,Count,34001.0,1461
New Jersey,Bergen,12.0,Count,34003.0,1465
New Jersey,Burlington,8.0,Count,34005.0,1470
New Jersey,Camden,12.0,Count,34007.0,1472
New Jersey,Cape May,4.0,Count,34009.0,1477
New Jersey,Cumberland,2.0,Count,34011.0,1482
New Jersey,Essex,12.0,Count,34013.0,1483
New Jersey,Gloucester,1.0,Count,34015.0,1484
New Jersey,Hudson,6.0,Count,34017.0,1487
New Jersey,Hunterdon,4.0,Count,34019.0,1488
New Jersey,Mercer,12.0,Count,34021.0,1493
New Jersey,Middlesex,8.0,Count,34023.0,1497
New Jersey,Monmouth,9.0,Count,34025.0,1504
New Jersey,Morris,12.0,Count,34027.0,1511
New Jersey,Ocean,11.0,Count,34029.0,1546
New Jersey,Passaic,6.0,Count,34031.0,1551
New Jersey,Salem,1.0,Count,34033.0,1553
New Jersey,Somerset,5.0,Count,34035.0,1558
New Jersey,Sussex,3.0,Count,34037.0,1561
New Jersey,Union,5.0,Count,34039.0,1566
New Jersey,Warren,3.0,Count,34041.0,1570
New Mexico,Bernalillo,10.0,Count,35001.0,1574
New Mexico,Catron,0.0,Count,35003.0,1576
New Mexico,Chaves,1.0,Count,35005.0,1578
New Mexico,Cibola,0.0,Count,35006.0,1580
New Mexico,Colfax,2.0,Count,35007.0,1582
New Mexico,Curry,1.0,Count,35009.0,1586
New Mexico,De Baca,0.0,Count,35011.0,1589
New Mexico,Doña Ana,6.0,Count,35013.0,1590
New Mexico,Eddy,1.0,Count,35015.0,1592
New Mexico,Grant,2.0,Count,35017.0,1594
New Mexico,Guadalupe,0.0,Count,35019.0,1595
New Mexico,Harding,0.0,Count,35021.0,1597
New Mexico,Hidalgo,0.0,Count,35023.0,1600
New Mexico,Lea,0.0,Count,35025.0,1604
New Mexico,Lincoln,4.0,Count,35027.0,1613
New Mexico,Los Alamos,1.0,Count,35028.0,1618
New Mexico,Luna,1.0,Count,35029.0,1622
New Mexico,McKinley,2.0,Count,35031.0,1626
New Mexico,Mora,1.0,Count,35033.0,1629
New Mexico,Otero,4.0,Count,35035.0,1633
New Mexico,Quay,1.0,Count,35037.0,1637
New Mexico,Rio Arriba,3.0,Count,35039.0,1639
New Mexico,Roosevelt,1.0,Count,35041.0,1642
New Mexico,Sandoval,7.0,Count,35043.0,1646
New Mexico,San Juan,3.0,Count,35045.0,1650
New Mexico,San Miguel,3.0,Count,35047.0,1652
New Mexico,Santa Fe,5.0,Count,35049.0,1654
New Mexico,Sierra,1.0,Count,35051.0,1657
New Mexico,Socorro,2.0,Count,35053.0,1659
New Mexico,Taos,5.0,Count,35055.0,1662
New Mexico,Torrance,1.0,Count,35057.0,1664
New Mexico,Union,1.0,Count,35059.0,1667
New Mexico,Valencia,2.0,Count,35061.0,1670
New York,Albany,15.0,Count,36001.0,1673
New York,Allegany,4.0,Count,36003.0,1674
New York,Bronx,37.0,Count,36005.0,1681
New York,Broome,7.0,Count,36007.0,1683
New York,Cattaraugus,6.0,Count,36009.0,1687
New York,Cayuga,5.0,Count,36011.0,1689
New York,Chautauqua,9.0,Count,36013.0,1694
New York,Chemung,5.0,Count,36015.0,1696
New York,Chenango,4.0,Count,36017.0,1699
New York,Clinton,5.0,Count,36019.0,1702
New York,Columbia,7.0,Count,36021.0,1704
New York,Cortland,4.0,Count,36023.0,1706
New York,Delaware,8.0,Count,36025.0,1707
New York,Dutchess,14.0,Count,36027.0,1711
New York,Erie,21.0,Count,36029.0,1723
New York,Essex,7.0,Count,36031.0,1728
New York,Franklin,7.0,Count,36033.0,1731
New York,Fulton,3.0,Count,36035.0,1734
New York,Genesee,4.0,Count,36037.0,1736
New York,Greene,5.0,Count,36039.0,1739
New York,Hamilton,1.0,Count,36041.0,1742
New York,Herkimer,6.0,Count,36043.0,1745
New York,Jefferson,17.0,Count,36045.0,1782
New York,Kings,43.0,Count,36047.0,1788
New York,Lewis,4.0,Count,36049.0,1790
New York,Livingston,7.0,Count,36051.0,1791
New York,Madison,9.0,Count,36053.0,1796
New York,Monroe,20.0,Count,36055.0,1804
New York,Montgomery,6.0,Count,36057.0,1807
New York,Nassau,19.0,Count,36059.0,1839
New York,New York,48.0,Count,36061.0,1847
New York,Niagara,7.0,Count,36063.0,1850
New York,Oneida,17.0,Count,36065.0,1852
New York,Onondaga,11.0,Count,36067.0,1853
New York,Ontario,8.0,Count,36069.0,1856
New York,Orange,19.0,Count,36071.0,1859
New York,Orleans,2.0,Count,36073.0,1862
New York,Oswego,7.0,Count,36075.0,1864
New York,Otsego,7.0,Count,36077.0,1868
New York,Putnam,3.0,Count,36079.0,1870
New York,Queens,21.0,Count,36081.0,1872
New York,Rensselaer,12.0,Count,36083.0,1874
New York,Richmond,5.0,Count,36085.0,1876
New York,Rockland,7.0,Count,36087.0,1879
New York,St. Lawrence,12.0,Count,36089.0,1883
New York,Saratoga,10.0,Count,36091.0,1885
New York,Schenectady,4.0,Count,36093.0,1887
New York,Schoharie,3.0,Count,36095.0,1888
New York,Schuyler,3.0,Count,36097.0,1889
New York,Seneca,4.0,Count,36099.0,1890
New York,Steuben,5.0,Count,36101.0,1891
New York,Suffolk,21.0,Count,36103.0,1924
New York,Sullivan,8.0,Count,36105.0,1928
New York,Tioga,3.0,Count,36107.0,1930
New York,Tompkins,6.0,Count,36109.0,1933
New York,Ulster,12.0,Count,36111.0,1935
New York,Warren,8.0,Count,36113.0,1938
New York,Washington,8.0,Count,36115.0,1942
New York,Wayne,5.0,Count,36117.0,1952
New York,Westchester,35.0,Count,36119.0,1960
New York,Wyoming,3.0,Count,36121.0,1962
New York,Yates,4.0,Count,36123.0,1965
North Carolina,Alamance,3.0,Count,37001.0,1967
North Carolina,Alexander,0.0,Count,37003.0,1968
North Carolina,Alleghany,1.0,Count,37005.0,1970
North Carolina,Anson,2.0,Count,37007.0,1972
North Carolina,Ashe,2.0,Count,37009.0,1975
North Carolina,Avery,1.0,Count,37011.0,1977
North Carolina,Beaufort,1.0,Count,37013.0,1981
North Carolina,Bertie,0.0,Count,37015.0,1983
North Carolina,Bladen,0.0,Count,37017.0,1986
North Carolina,Brunswick,1.0,Count,37019.0,1995
North Carolina,Buncombe,14.0,Count,37021.0,1422
North Carolina,Burke,3.0,Count,37023.0,1424
North Carolina,Cabarrus,5.0,Count,37025.0,1426
North Carolina,Caldwell,3.0,Count,37027.0,1429
North Carolina,Camden,0.0,Count,37029.0,1433
North Carolina,Carteret,2.0,Count,37031.0,1447
North Carolina,Caswell,0.0,Count,37033.0,1449
North Carolina,Catawba,6.0,Count,37035.0,1450
North Carolina,Chatham,3.0,Count,37037.0,1451
North Carolina,Cherokee,2.0,Count,37039.0,1452
North Carolina,Chowan,2.0,Count,37041.0,1455
North Carolina,Clay,1.0,Count,37043.0,1457
North Carolina,Cleveland,2.0,Count,37045.0,1458
North Carolina,Columbus,2.0,Count,37047.0,1459
North Carolina,Craven,1.0,Count,37049.0,1462
North Carolina,Cumberland,1.0,Count,37051.0,1464
North Carolina,Currituck,0.0,Count,37053.0,1481
North Carolina,Dare,2.0,Count,37055.0,1485
North Carolina,Davidson,3.0,Count,37057.0,1489
North Carolina,Davie,2.0,Count,37059.0,1490
North Carolina,Duplin,0.0,Count,37061.0,1492
North Carolina,Durham,4.0,Count,37063.0,1494
North Carolina,Edgecombe,1.0,Count,37065.0,1495
North Carolina,Forsyth,3.0,Count,37067.0,1496
North Carolina,Franklin,1.0,Count,37069.0,1498
North Carolina,Gaston,5.0,Count,37071.0,1499
North Carolina,Gates,0.0,Count,37073.0,1500
North Carolina,Graham,1.0,Count,37075.0,1502
North Carolina,Granville,3.0,Count,37077.0,1503
North Carolina,Greene,1.0,Count,37079.0,1505
North Carolina,Guilford,3.0,Count,37081.0,1506
North Carolina,Halifax,1.0,Count,37083.0,1508
North Carolina,Harnett,3.0,Count,37085.0,1509
North Carolina,Haywood,4.0,Count,37087.0,1512
North Carolina,Henderson,4.0,Count,37089.0,1514
North Carolina,Hertford,0.0,Count,37091.0,1515
North Carolina,Hoke,1.0,Count,37093.0,1517
North Carolina,Hyde,0.0,Count,37095.0,1521
North Carolina,Iredell,6.0,Count,37097.0,1525
North Carolina,Jackson,3.0,Count,37099.0,1528
North Carolina,Johnston,3.0,Count,37101.0,1530
North Carolina,Jones,0.0,Count,37103.0,1536
North Carolina,Lee,0.0,Count,37105.0,1540
North Carolina,Lenoir,1.0,Count,37107.0,1542
North Carolina,Lincoln,3.0,Count,37109.0,1545
North Carolina,McDowell,1.0,Count,37111.0,1554
North Carolina,Macon,1.0,Count,37113.0,1556
North Carolina,Madison,3.0,Count,37115.0,1560
North Carolina,Martin,1.0,Count,37117.0,1563
North Carolina,Mecklenburg,13.0,Count,37119.0,1565
North Carolina,Mitchell,2.0,Count,37121.0,1568
North Carolina,Montgomery,2.0,Count,37123.0,1573
North Carolina,Moore,3.0,Count,37125.0,1584
North Carolina,Nash,1.0,Count,37127.0,1588
North Carolina,New Hanover,2.0,Count,37129.0,1602
North Carolina,Northampton,0.0,Count,37131.0,1606
North Carolina,Onslow,2.0,Count,37133.0,1625
North Carolina,Orange,6.0,Count,37135.0,1630
North Carolina,Pamlico,1.0,Count,37137.0,1703
North Carolina,Pasquotank,1.0,Count,37139.0,1714
North Carolina,Pender,1.0,Count,37141.0,1718
North Carolina,Perquimans,1.0,Count,37143.0,1724
North Carolina,Person,1.0,Count,37145.0,1729
North Carolina,Pitt,5.0,Count,37147.0,1733
North Carolina,Polk,4.0,Count,37149.0,1738
North Carolina,Randolph,3.0,Count,37151.0,1741
North Carolina,Richmond,1.0,Count,37153.0,1744
North Carolina,Robeson,3.0,Count,37155.0,1747
North Carolina,Rockingham,3.0,Count,37157.0,1751
North Carolina,Rowan,2.0,Count,37159.0,1754
North Carolina,Rutherford,3.0,Count,37161.0,1764
North Carolina,Sampson,1.0,Count,37163.0,1769
North Carolina,Scotland,1.0,Count,37165.0,1772
North Carolina,Stanly,1.0,Count,37167.0,1775
North Carolina,Stokes,4.0,Count,37169.0,1777
North Carolina,Surry,3.0,Count,37171.0,1780
North Carolina,Swain,4.0,Count,37173.0,1784
North Carolina,Transylvania,1.0,Count,37175.0,1786
North Carolina,Tyrrell,0.0,Count,37177.0,1794
North Carolina,Union,3.0,Count,37179.0,1798
North Carolina,Vance,2.0,Count,37181.0,1801
North Carolina,Wake,13.0,Count,37183.0,1805
North Carolina,Warren,1.0,Count,37185.0,1809
North Carolina,Washington,1.0,Count,37187.0,1811
North Carolina,Watauga,4.0,Count,37189.0,1813
North Carolina,Wayne,1.0,Count,37191.0,1814
North Carolina,Wilkes,1.0,Count,37193.0,1817
North Carolina,Wilson,3.0,Count,37195.0,1819
North Carolina,Yadkin,2.0,Count,37197.0,1821
North Carolina,Yancey,1.0,Count,37199.0,1823
North Dakota,Adams,0.0,Count,38001.0,1826
North Dakota,Barnes,1.0,Count,38003.0,1828
North Dakota,Benson,0.0,Count,38005.0,1831
North Dakota,Billings,0.0,Count,38007.0,1833
North Dakota,Bottineau,1.0,Count,38009.0,1836
North Dakota,Bowman,1.0,Count,38011.0,1838
North Dakota,Burke,2.0,Count,38013.0,1841
North Dakota,Burleigh,4.0,Count,38015.0,1844
North Dakota,Cass,3.0,Count,38017.0,1848
North Dakota,Cavalier,1.0,Count,38019.0,1849
North Dakota,Dickey,0.0,Count,38021.0,2004
North Dakota,Divide,1.0,Count,38023.0,2007
North Dakota,Dunn,1.0,Count,38025.0,2013
North Dakota,Eddy,0.0,Count,38027.0,2017
North Dakota,Emmons,0.0,Count,38029.0,2021
North Dakota,Foster,0.0,Count,38031.0,2026
North Dakota,Golden Valley,1.0,Count,38033.0,2036
North Dakota,Grand Forks,1.0,Count,38035.0,2043
North Dakota,Grant,1.0,Count,38037.0,2051
North Dakota,Griggs,1.0,Count,38039.0,2056
North Dakota,Hettinger,0.0,Count,38041.0,2063
North Dakota,Kidder,0.0,Count,38043.0,2068
North Dakota,LaMoure,2.0,Count,38045.0,2074
North Dakota,Logan,0.0,Count,38047.0,2078
North Dakota,McHenry,3.0,Count,38049.0,2082
North Dakota,McIntosh,1.0,Count,38051.0,2090
North Dakota,McKenzie,0.0,Count,38053.0,2097
North Dakota,McLean,1.0,Count,38055.0,2103
North Dakota,Mercer,3.0,Count,38057.0,2107
North Dakota,Morton,3.0,Count,38059.0,2114
North Dakota,Mountrail,2.0,Count,38061.0,2119
North Dakota,Nelson,0.0,Count,38063.0,2122
North Dakota,Oliver,0.0,Count,38065.0,2127
North Dakota,Pembina,3.0,Count,38067.0,2131
North Dakota,Pierce,1.0,Count,38069.0,2136
North Dakota,Ramsey,2.0,Count,38071.0,2141
North Dakota,Ransom,2.0,Count,38073.0,2147
North Dakota,Renville,1.0,Count,38075.0,2150
North Dakota,Richland,1.0,Count,38077.0,2156
North Dakota,Rolette,1.0,Count,38079.0,2161
North Dakota,Sargent,0.0,Count,38081.0,2164
North Dakota,Sheridan,1.0,Count,38083.0,2169
North Dakota,Sioux,1.0,Count,38085.0,2175
North Dakota,Slope,0.0,Count,38087.0,2180
North Dakota,Stark,1.0,Count,38089.0,2182
North Dakota,Steele,0.0,Count,38091.0,2186
North Dakota,Stutsman,3.0,Count,38093.0,2199
North Dakota,Towner,1.0,Count,38095.0,2205
North Dakota,Traill,1.0,Count,38097.0,2217
North Dakota,Walsh,0.0,Count,38099.0,2225
North Dakota,Ward,4.0,Count,38101.0,2233
North Dakota,Wells,1.0,Count,38103.0,2237
North Dakota,Williams,4.0,Count,38105.0,2244
Ohio,Adams,0.0,Count,39001.0,2248
Ohio,Allen,5.0,Count,39003.0,2250
Ohio,Ashland,1.0,Count,39005.0,2254
Ohio,Ashtabula,7.0,Count,39007.0,2259
Ohio,Athens,1.0,Count,39009.0,2266
Ohio,Auglaize,3.0,Count,39011.0,2273
Ohio,Belmont,4.0,Count,39013.0,2278
Ohio,Brown,1.0,Count,39015.0,2282
Ohio,Butler,5.0,Count,39017.0,2286
Ohio,Carroll,2.0,Count,39019.0,2289
Ohio,Champaign,3.0,Count,39021.0,2291
Ohio,Clark,0.0,Count,39023.0,2300
Ohio,Clermont,3.0,Count,39025.0,2306
Ohio,Clinton,2.0,Count,39027.0,2310
Ohio,Columbiana,0.0,Count,39029.0,2315
Ohio,Coshocton,2.0,Count,39031.0,2317
Ohio,Crawford,2.0,Count,39033.0,2323
Ohio,Cuyahoga,27.0,Count,39035.0,2332
Ohio,Darke,1.0,Count,39037.0,2345
Ohio,Defiance,3.0,Count,39039.0,2350
Ohio,Delaware,5.0,Count,39041.0,2352
Ohio,Erie,1.0,Count,39043.0,2357
Ohio,Fairfield,3.0,Count,39045.0,2365
Ohio,Fayette,1.0,Count,39047.0,2368
Ohio,Franklin,33.0,Count,39049.0,2375
Ohio,Fulton,1.0,Count,39051.0,2378
Ohio,Gallia,2.0,Count,39053.0,2383
Ohio,Geauga,2.0,Count,39055.0,2390
Ohio,Greene,13.0,Count,39057.0,2393
Ohio,Guernsey,2.0,Count,39059.0,2399
Ohio,Hamilton,16.0,Count,39061.0,2411
Ohio,Hancock,6.0,Count,39063.0,2427
Ohio,Hardin,2.0,Count,39065.0,2432
Ohio,Harrison,1.0,Count,39067.0,2440
Ohio,Henry,0.0,Count,39069.0,2451
Ohio,Highland,4.0,Count,39071.0,2457
Ohio,Hocking,0.0,Count,39073.0,2461
Ohio,Holmes,7.0,Count,39075.0,2464
Ohio,Huron,1.0,Count,39077.0,2468
Ohio,Jackson,0.0,Count,39079.0,2472
Ohio,Jefferson,2.0,Count,39081.0,2476
Ohio,Knox,3.0,Count,39083.0,2479
Ohio,Lake,6.0,Count,39085.0,2493
Ohio,Lawrence,1.0,Count,39087.0,2499
Ohio,Licking,6.0,Count,39089.0,2504
Ohio,Logan,1.0,Count,39091.0,2510
Ohio,Lorain,4.0,Count,39093.0,2516
Ohio,Lucas,4.0,Count,39095.0,2520
Ohio,Madison,3.0,Count,39097.0,2529
Ohio,Mahoning,4.0,Count,39099.0,2534
Ohio,Marion,1.0,Count,39101.0,2541
Ohio,Medina,5.0,Count,39103.0,2545
Ohio,Meigs,0.0,Count,39105.0,2549
Ohio,Mercer,1.0,Count,39107.0,2552
Ohio,Miami,5.0,Count,39109.0,2558
Ohio,Monroe,0.0,Count,39111.0,2565
Ohio,Montgomery,9.0,Count,39113.0,2573
Ohio,Morgan,2.0,Count,39115.0,2000
Ohio,Morrow,2.0,Count,39117.0,2006
Ohio,Muskingum,3.0,Count,39119.0,2010
Ohio,Noble,0.0,Count,39121.0,2012
Ohio,Ottawa,1.0,Count,39123.0,2019
Ohio,Paulding,0.0,Count,39125.0,2024
Ohio,Perry,4.0,Count,39127.0,2027
Ohio,Pickaway,1.0,Count,39129.0,2031
Ohio,Pike,0.0,Count,39131.0,2034
Ohio,Portage,3.0,Count,39133.0,2038
Ohio,Preble,0.0,Count,39135.0,2039
Ohio,Putnam,1.0,Count,39137.0,2040
Ohio,Richland,7.0,Count,39139.0,2042
Ohio,Ross,1.0,Count,39141.0,2045
Ohio,Sandusky,1.0,Count,39143.0,2047
Ohio,Scioto,1.0,Count,39145.0,2048
Ohio,Seneca,1.0,Count,39147.0,2049
Ohio,Shelby,1.0,Count,39149.0,2052
Ohio,Stark,13.0,Count,39151.0,2054
Ohio,Summit,11.0,Count,39153.0,2057
Ohio,Trumbull,3.0,Count,39155.0,2061
Ohio,Tuscarawas,1.0,Count,39157.0,2065
Ohio,Union,1.0,Count,39159.0,2067
Ohio,Van Wert,2.0,Count,39161.0,2071
Ohio,Vinton,0.0,Count,39163.0,2075
Ohio,Warren,3.0,Count,39165.0,2076
Ohio,Washington,3.0,Count,39167.0,2080
Ohio,Wayne,7.0,Count,39169.0,2084
Ohio,Williams,0.0,Count,39171.0,2087
Ohio,Wood,4.0,Count,39173.0,2091
Ohio,Wyandot,1.0,Count,39175.0,2093
Oklahoma,Adair,0.0,Count,40001.0,2095
Oklahoma,Alfalfa,0.0,Count,40003.0,2099
Oklahoma,Atoka,0.0,Count,40005.0,2102
Oklahoma,Beaver,0.0,Count,40007.0,2104
Oklahoma,Beckham,1.0,Count,40009.0,2106
Oklahoma,Blaine,0.0,Count,40011.0,2110
Oklahoma,Bryan,1.0,Count,40013.0,2112
Oklahoma,Caddo,0.0,Count,40015.0,2118
Oklahoma,Canadian,2.0,Count,40017.0,2123
Oklahoma,Carter,2.0,Count,40019.0,2126
Oklahoma,Cherokee,1.0,Count,40021.0,2129
Oklahoma,Choctaw,1.0,Count,40023.0,2133
Oklahoma,Cimarron,0.0,Count,40025.0,2135
Oklahoma,Cleveland,1.0,Count,40027.0,2140
Oklahoma,Coal,0.0,Count,40029.0,2144
Oklahoma,Comanche,1.0,Count,40031.0,2145
Oklahoma,Cotton,0.0,Count,40033.0,2146
Oklahoma,Craig,1.0,Count,40035.0,2148
Oklahoma,Creek,0.0,Count,40037.0,2151
Oklahoma,Custer,1.0,Count,40039.0,2153
Oklahoma,Delaware,0.0,Count,40041.0,2154
Oklahoma,Dewey,0.0,Count,40043.0,2158
Oklahoma,Ellis,0.0,Count,40045.0,2165
Oklahoma,Garfield,1.0,Count,40047.0,2167
Oklahoma,Garvin,0.0,Count,40049.0,2176
Oklahoma,Grady,2.0,Count,40051.0,2184
Oklahoma,Grant,1.0,Count,40053.0,2187
Oklahoma,Greer,1.0,Count,40055.0,2189
Oklahoma,Harmon,0.0,Count,40057.0,2191
Oklahoma,Harper,0.0,Count,40059.0,2193
Oklahoma,Haskell,1.0,Count,40061.0,2195
Oklahoma,Hughes,0.0,Count,40063.0,2197
Oklahoma,Jackson,1.0,Count,40065.0,2202
Oklahoma,Jefferson,0.0,Count,40067.0,2206
Oklahoma,Johnston,0.0,Count,40069.0,2211
Oklahoma,Kay,2.0,Count,40071.0,2215
Oklahoma,Kingfisher,0.0,Count,40073.0,2219
Oklahoma,Kiowa,1.0,Count,40075.0,2222
Oklahoma,Latimer,1.0,Count,40077.0,2226
Oklahoma,Le Flore,1.0,Count,40079.0,2230
Oklahoma,Lincoln,0.0,Count,40081.0,2234
Oklahoma,Logan,0.0,Count,40083.0,2236
Oklahoma,Love,0.0,Count,40085.0,2238
Oklahoma,McClain,2.0,Count,40087.0,2245
Oklahoma,McCurtain,2.0,Count,40089.0,2252
Oklahoma,McIntosh,1.0,Count,40091.0,2258
Oklahoma,Major,0.0,Count,40093.0,2260
Oklahoma,Marshall,0.0,Count,40095.0,2265
Oklahoma,Mayes,1.0,Count,40097.0,2270
Oklahoma,Murray,0.0,Count,40099.0,2276
Oklahoma,Muskogee,1.0,Count,40101.0,2281
Oklahoma,Noble,1.0,Count,40103.0,2287
Oklahoma,Nowata,1.0,Count,40105.0,2290
Oklahoma,Okfuskee,0.0,Count,40107.0,2297
Oklahoma,Oklahoma,13.0,Count,40109.0,2303
Oklahoma,Okmulgee,0.0,Count,40111.0,2311
Oklahoma,Osage,0.0,Count,40113.0,2318
Oklahoma,Ottawa,0.0,Count,40115.0,2325
Oklahoma,Pawnee,0.0,Count,40117.0,2329
Oklahoma,Payne,4.0,Count,40119.0,2340
Oklahoma,Pittsburg,0.0,Count,40121.0,2344
Oklahoma,Pontotoc,1.0,Count,40123.0,2351
Oklahoma,Pottawatomie,2.0,Count,40125.0,2356
Oklahoma,Pushmataha,0.0,Count,40127.0,2362
Oklahoma,Roger Mills,0.0,Count,40129.0,2369
Oklahoma,Rogers,0.0,Count,40131.0,2374
Oklahoma,Seminole,0.0,Count,40133.0,2384
Oklahoma,Sequoyah,0.0,Count,40135.0,2391
Oklahoma,Stephens,0.0,Count,40137.0,2396
Oklahoma,Texas,0.0,Count,40139.0,2003
Oklahoma,Tillman,0.0,Count,40141.0,2005
Oklahoma,Tulsa,10.0,Count,40143.0,2008
Oklahoma,Wagoner,1.0,Count,40145.0,2014
Oklahoma,Washington,1.0,Count,40147.0,2018
Oklahoma,Washita,0.0,Count,40149.0,2023
Oklahoma,Woods,1.0,Count,40151.0,2029
Oklahoma,Woodward,2.0,Count,40153.0,2035
Oregon,Baker,1.0,Count,41001.0,2044
Oregon,Benton,2.0,Count,41003.0,2053
Oregon,Clackamas,17.0,Count,41005.0,2058
Oregon,Clatsop,5.0,Count,41007.0,2064
Oregon,Columbia,1.0,Count,41009.0,2070
Oregon,Coos,3.0,Count,41011.0,2083
Oregon,Crook,1.0,Count,41013.0,2092
Oregon,Curry,3.0,Count,41015.0,2098
Oregon,Deschutes,3.0,Count,41017.0,2109
Oregon,Douglas,6.0,Count,41019.0,2115
Oregon,Gilliam,1.0,Count,41021.0,2121
Oregon,Grant,2.0,Count,41023.0,2130
Oregon,Harney,1.0,Count,41025.0,2134
Oregon,Hood River,4.0,Count,41027.0,2138
Oregon,Jackson,9.0,Count,41029.0,2139
Oregon,Jefferson,1.0,Count,41031.0,2143
Oregon,Josephine,4.0,Count,41033.0,2152
Oregon,Klamath,5.0,Count,41035.0,2155
Oregon,Lake,2.0,Count,41037.0,2159
Oregon,Lane,16.0,Count,41039.0,2170
Oregon,Lincoln,6.0,Count,41041.0,2174
Oregon,Linn,4.0,Count,41043.0,2181
Oregon,Malheur,2.0,Count,41045.0,2185
Oregon,Marion,11.0,Count,41047.0,2200
Oregon,Morrow,0.0,Count,41049.0,2209
Oregon,Multnomah,26.0,Count,41051.0,2218
Oregon,Polk,2.0,Count,41053.0,2223
Oregon,Sherman,0.0,Count,41055.0,2232
Oregon,Tillamook,4.0,Count,41057.0,2242
Oregon,Umatilla,5.0,Count,41059.0,2251
Oregon,Union,1.0,Count,41061.0,2257
Oregon,Wallowa,5.0,Count,41063.0,2263
