State,County,WIC redemptions per capita (% change) 2011-16 (PCH_PC_WIC_REDEMP_11_16),Units,FIPS,FID
Nebraska,Clay,-40.485443115234375,% change,31035,1336
Nebraska,Colfax,nan,% change,31037,1338
Nebraska,Cuming,-21.4633846282959,% change,31039,1340
Nebraska,Custer,-41.25376892089844,% change,31041,1342
Nebraska,Dakota,nan,% change,31043,1344
Nebraska,Dawes,nan,% change,31045,1347
Nebraska,Dawson,-7.951704025268555,% change,31047,1349
Nebraska,Deuel,nan,% change,31049,1351
Nebraska,Dixon,nan,% change,31051,1353
Nebraska,Dodge,-6.297136306762695,% change,31053,1354
Nebraska,Douglas,-13.716486930847168,% change,31055,1358
Nebraska,Dundy,nan,% change,31057,1360
Nebraska,Fillmore,nan,% change,31059,1363
Nebraska,Franklin,nan,% change,31061,1369
Nebraska,Frontier,nan,% change,31063,1371
Nebraska,Furnas,-19.52875518798828,% change,31065,1374
Nebraska,Gage,-18.146160125732422,% change,31067,1378
Nebraska,Garden,nan,% change,31069,1381
Nebraska,Garfield,nan,% change,31071,1391
Nebraska,Gosper,nan,% change,31073,1393
Nebraska,Grant,nan,% change,31075,1395
Nebraska,Greeley,nan,% change,31077,1397
Nebraska,Hall,-7.536871910095215,% change,31079,1402
Nebraska,Hamilton,nan,% change,31081,1405
Nebraska,Harlan,nan,% change,31083,1409
Nebraska,Hayes,nan,% change,31085,1411
Nebraska,Hitchcock,nan,% change,31087,1414
Nebraska,Holt,-37.067623138427734,% change,31089,1416
Nebraska,Hooker,nan,% change,31091,1418
Nebraska,Howard,nan,% change,31093,1311
Nebraska,Jefferson,nan,% change,31095,1312
Nebraska,Johnson,nan,% change,31097,1313
Nebraska,Kearney,nan,% change,31099,1314
Nebraska,Keith,nan,% change,31101,1316
Nebraska,Keya Paha,nan,% change,31103,1318
Nebraska,Kimball,nan,% change,31105,1320
Nebraska,Knox,-47.298892974853516,% change,31107,1322
Nebraska,Lancaster,-8.23219108581543,% change,31109,1324
Nebraska,Lincoln,-4.8952741622924805,% change,31111,1327
Nebraska,Logan,nan,% change,31113,1328
Nebraska,Loup,nan,% change,31115,1331
Nebraska,McPherson,nan,% change,31117,1332
Nebraska,Madison,-22.027132034301758,% change,31119,1335
Nebraska,Merrick,nan,% change,31121,1337
Nebraska,Morrill,nan,% change,31123,1339
Nebraska,Nance,nan,% change,31125,1341
Nebraska,Nemaha,nan,% change,31127,1343
Nebraska,Nuckolls,nan,% change,31129,1345
Nebraska,Otoe,nan,% change,31131,1348
Nebraska,Pawnee,nan,% change,31133,1350
Nebraska,Perkins,nan,% change,31135,1352
Nebraska,Phelps,nan,% change,31137,1355
Nebraska,Pierce,nan,% change,31139,1356
Nebraska,Platte,-16.643625259399414,% change,31141,1359
Nebraska,Polk,nan,% change,31143,1362
Nebraska,Red Willow,nan,% change,31145,1364
Nebraska,Richardson,nan,% change,31147,1365
Nebraska,Rock,nan,% change,31149,1366
Nebraska,Saline,nan,% change,31151,1367
Nebraska,Sarpy,-14.412772178649902,% change,31153,1368
Nebraska,Saunders,nan,% change,31155,1370
Nebraska,Scotts Bluff,-19.867414474487305,% change,31157,1373
Nebraska,Seward,nan,% change,31159,1375
Nebraska,Sheridan,-22.04366111755371,% change,31161,1376
Nebraska,Sherman,nan,% change,31163,1377
Nebraska,Sioux,nan,% change,31165,1380
Nebraska,Stanton,nan,% change,31167,1382
Nebraska,Thayer,nan,% change,31169,1383
Nebraska,Thomas,nan,% change,31171,1384
Nebraska,Thurston,-17.951757431030273,% change,31173,1385
Nebraska,Valley,nan,% change,31175,1386
Nebraska,Washington,nan,% change,31177,1387
Nebraska,Wayne,nan,% change,31179,1388
Nebraska,Webster,nan,% change,31181,1389
Nebraska,Wheeler,nan,% change,31183,1390
Nebraska,York,-18.076122283935547,% change,31185,1392
Nevada,Churchill,nan,% change,32001,1396
Nevada,Clark,-10.601143836975098,% change,32003,1399
Nevada,Douglas,-67.81424713134766,% change,32005,1400
Nevada,Elko,-61.182220458984375,% change,32007,1401
Nevada,Esmeralda,nan,% change,32009,1404
Nevada,Eureka,nan,% change,32011,1406
Nevada,Humboldt,nan,% change,32013,1407
Nevada,Lander,nan,% change,32015,1408
Nevada,Lincoln,nan,% change,32017,1410
Nevada,Lyon,23.526769638061523,% change,32019,1412
Nevada,Mineral,nan,% change,32021,1415
Nevada,Nye,-46.11859893798828,% change,32023,1417
Nevada,Pershing,nan,% change,32027,1419
Nevada,Storey,nan,% change,32029,1420
Nevada,Washoe,-24.527118682861328,% change,32031,1423
Nevada,White Pine,nan,% change,32033,1425
Nevada,Carson City,-75.3049545288086,% change,32510,1428
New Hampshire,Belknap,-9.59141731262207,% change,33001,1432
New Hampshire,Carroll,-9.718265533447266,% change,33003,1435
New Hampshire,Cheshire,-12.253072738647461,% change,33005,1437
New Hampshire,Coos,-65.44963836669922,% change,33007,1440
New Hampshire,Grafton,-11.459243774414062,% change,33009,1442
New Hampshire,Hillsborough,-15.010653495788574,% change,33011,1443
New Hampshire,Merrimack,-6.56766939163208,% change,33013,1444
New Hampshire,Rockingham,-21.764963150024414,% change,33015,1448
New Hampshire,Strafford,-2.0000274181365967,% change,33017,1453
New Hampshire,Sullivan,-23.63752555847168,% change,33019,1454
New Jersey,Atlantic,2.1569950580596924,% change,34001,1461
New Jersey,Bergen,-7.094769477844238,% change,34003,1465
New Jersey,Burlington,-18.063364028930664,% change,34005,1470
New Jersey,Camden,6.801066875457764,% change,34007,1472
New Jersey,Cape May,-16.447107315063477,% change,34009,1477
New Jersey,Cumberland,-14.9321870803833,% change,34011,1482
New Jersey,Essex,-1.0883642435073853,% change,34013,1483
New Jersey,Gloucester,-19.83389663696289,% change,34015,1484
New Jersey,Hudson,-0.3545295298099518,% change,34017,1487
New Jersey,Hunterdon,6.067392826080322,% change,34019,1488
New Jersey,Mercer,-4.1562676429748535,% change,34021,1493
New Jersey,Middlesex,0.7716027498245239,% change,34023,1497
New Jersey,Monmouth,12.567350387573242,% change,34025,1504
New Jersey,Morris,4.5410075187683105,% change,34027,1511
New Jersey,Ocean,17.505836486816406,% change,34029,1546
New Jersey,Passaic,1.5074596405029297,% change,34031,1551
New Jersey,Salem,-20.469106674194336,% change,34033,1553
New Jersey,Somerset,7.609621524810791,% change,34035,1558
New Jersey,Sussex,-38.39884567260742,% change,34037,1561
New Jersey,Union,-5.637694358825684,% change,34039,1566
New Jersey,Warren,-6.364833831787109,% change,34041,1570
New Mexico,Bernalillo,-16.18606948852539,% change,35001,1574
New Mexico,Catron,nan,% change,35003,1576
New Mexico,Chaves,-16.68285369873047,% change,35005,1578
New Mexico,Cibola,52.07554244995117,% change,35006,1580
New Mexico,Colfax,-14.353858947753906,% change,35007,1582
New Mexico,Curry,-29.868619918823242,% change,35009,1586
New Mexico,De Baca,nan,% change,35011,1589
New Mexico,Doña Ana,-16.475759506225586,% change,35013,1590
New Mexico,Eddy,-26.7147159576416,% change,35015,1592
New Mexico,Grant,-23.214963912963867,% change,35017,1594
New Mexico,Guadalupe,nan,% change,35019,1595
New Mexico,Harding,nan,% change,35021,1597
New Mexico,Hidalgo,nan,% change,35023,1600
New Mexico,Lea,-18.253751754760742,% change,35025,1604
New Mexico,Lincoln,-9.45435619354248,% change,35027,1613
New Mexico,Los Alamos,nan,% change,35028,1618
New Mexico,Luna,nan,% change,35029,1622
New Mexico,McKinley,-8.570585250854492,% change,35031,1626
New Mexico,Mora,nan,% change,35033,1629
New Mexico,Otero,-24.337200164794922,% change,35035,1633
New Mexico,Quay,nan,% change,35037,1637
New Mexico,Rio Arriba,-24.700151443481445,% change,35039,1639
New Mexico,Roosevelt,nan,% change,35041,1642
New Mexico,Sandoval,-1.2837861776351929,% change,35043,1646
New Mexico,San Juan,-19.9798583984375,% change,35045,1650
New Mexico,San Miguel,nan,% change,35047,1652
New Mexico,Santa Fe,-26.99081039428711,% change,35049,1654
New Mexico,Sierra,nan,% change,35051,1657
New Mexico,Socorro,-7.276422500610352,% change,35053,1659
New Mexico,Taos,-5.108784198760986,% change,35055,1662
New Mexico,Torrance,nan,% change,35057,1664
New Mexico,Union,nan,% change,35059,1667
New Mexico,Valencia,-10.465887069702148,% change,35061,1670
New York,Albany,-6.184097766876221,% change,36001,1673
New York,Allegany,-16.30852699279785,% change,36003,1674
New York,Bronx,-7.964755058288574,% change,36005,1681
New York,Broome,-1.9450500011444092,% change,36007,1683
New York,Cattaraugus,-2.832933187484741,% change,36009,1687
New York,Cayuga,-19.322616577148438,% change,36011,1689
New York,Chautauqua,11.250946998596191,% change,36013,1694
New York,Chemung,-9.604461669921875,% change,36015,1696
New York,Chenango,-3.1192386150360107,% change,36017,1699
New York,Clinton,-21.543121337890625,% change,36019,1702
New York,Columbia,-9.676924705505371,% change,36021,1704
New York,Cortland,1.7568020820617676,% change,36023,1706
New York,Delaware,-17.110130310058594,% change,36025,1707
New York,Dutchess,-8.18178939819336,% change,36027,1711
New York,Erie,9.265948295593262,% change,36029,1723
New York,Essex,-23.752614974975586,% change,36031,1728
New York,Franklin,-17.21478843688965,% change,36033,1731
New York,Fulton,-1.0840414762496948,% change,36035,1734
New York,Genesee,1.4402928352355957,% change,36037,1736
New York,Greene,-11.781224250793457,% change,36039,1739
New York,Hamilton,nan,% change,36041,1742
New York,Herkimer,0.3287240266799927,% change,36043,1745
New York,Jefferson,0.15848462283611298,% change,36045,1782
New York,Kings,-16.234209060668945,% change,36047,1788
New York,Lewis,6.900557041168213,% change,36049,1790
New York,Livingston,4.6233110427856445,% change,36051,1791
New York,Madison,-5.1103901863098145,% change,36053,1796
New York,Monroe,-3.9914231300354004,% change,36055,1804
New York,Montgomery,-9.070826530456543,% change,36057,1807
New York,Nassau,-2.113837718963623,% change,36059,1839
New York,New York,-16.27002716064453,% change,36061,1847
New York,Niagara,6.081580638885498,% change,36063,1850
New York,Oneida,2.890333414077759,% change,36065,1852
New York,Onondaga,-0.27047690749168396,% change,36067,1853
New York,Ontario,-0.554757833480835,% change,36069,1856
New York,Orange,-1.9839348793029785,% change,36071,1859
New York,Orleans,1.802429437637329,% change,36073,1862
New York,Oswego,-17.401853561401367,% change,36075,1864
New York,Otsego,-11.398077964782715,% change,36077,1868
New York,Putnam,-5.744251251220703,% change,36079,1870
New York,Queens,-1.094693899154663,% change,36081,1872
New York,Rensselaer,-6.6648125648498535,% change,36083,1874
New York,Richmond,-18.284278869628906,% change,36085,1876
New York,Rockland,13.570779800415039,% change,36087,1879
New York,St. Lawrence,-18.422704696655273,% change,36089,1883
New York,Saratoga,-14.020005226135254,% change,36091,1885
New York,Schenectady,1.0852473974227905,% change,36093,1887
New York,Schoharie,-20.228809356689453,% change,36095,1888
New York,Schuyler,nan,% change,36097,1889
New York,Seneca,-7.056844711303711,% change,36099,1890
New York,Steuben,-6.727810382843018,% change,36101,1891
New York,Suffolk,-1.527226448059082,% change,36103,1924
New York,Sullivan,3.077768564224243,% change,36105,1928
New York,Tioga,-16.760927200317383,% change,36107,1930
New York,Tompkins,6.861201763153076,% change,36109,1933
New York,Ulster,-8.228034973144531,% change,36111,1935
New York,Warren,1.2316138744354248,% change,36113,1938
New York,Washington,-38.78580093383789,% change,36115,1942
New York,Wayne,-4.487221717834473,% change,36117,1952
New York,Westchester,-9.229425430297852,% change,36119,1960
New York,Wyoming,-12.367631912231445,% change,36121,1962
New York,Yates,nan,% change,36123,1965
North Carolina,Alamance,-0.9145393371582031,% change,37001,1967
North Carolina,Alexander,-21.324922561645508,% change,37003,1968
North Carolina,Alleghany,nan,% change,37005,1970
North Carolina,Anson,-0.709120512008667,% change,37007,1972
North Carolina,Ashe,-4.75347900390625,% change,37009,1975
North Carolina,Avery,-3.132735013961792,% change,37011,1977
North Carolina,Beaufort,-15.577315330505371,% change,37013,1981
North Carolina,Bertie,nan,% change,37015,1983
North Carolina,Bladen,-17.558382034301758,% change,37017,1986
North Carolina,Brunswick,-14.034562110900879,% change,37019,1995
North Carolina,Buncombe,-14.932130813598633,% change,37021,1422
North Carolina,Burke,2.2606241703033447,% change,37023,1424
North Carolina,Cabarrus,-20.63022232055664,% change,37025,1426
North Carolina,Caldwell,-13.330829620361328,% change,37027,1429
North Carolina,Camden,nan,% change,37029,1433
North Carolina,Carteret,-8.283341407775879,% change,37031,1447
North Carolina,Caswell,-20.46817398071289,% change,37033,1449
North Carolina,Catawba,-2.274956226348877,% change,37035,1450
North Carolina,Chatham,-8.252431869506836,% change,37037,1451
North Carolina,Cherokee,-0.8730520606040955,% change,37039,1452
North Carolina,Chowan,-14.071257591247559,% change,37041,1455
North Carolina,Clay,nan,% change,37043,1457
North Carolina,Cleveland,1.1932381391525269,% change,37045,1458
North Carolina,Columbus,-9.2997407913208,% change,37047,1459
North Carolina,Craven,-13.173737525939941,% change,37049,1462
North Carolina,Cumberland,-4.656263828277588,% change,37051,1464
North Carolina,Currituck,nan,% change,37053,1481
North Carolina,Dare,-14.13474178314209,% change,37055,1485
North Carolina,Davidson,-10.831138610839844,% change,37057,1489
North Carolina,Davie,3.9709935188293457,% change,37059,1490
North Carolina,Duplin,-2.1290745735168457,% change,37061,1492
North Carolina,Durham,-14.609578132629395,% change,37063,1494
North Carolina,Edgecombe,-0.3614872395992279,% change,37065,1495
North Carolina,Forsyth,-25.997440338134766,% change,37067,1496
North Carolina,Franklin,-10.60958194732666,% change,37069,1498
North Carolina,Gaston,-16.760780334472656,% change,37071,1499
North Carolina,Gates,nan,% change,37073,1500
North Carolina,Graham,nan,% change,37075,1502
North Carolina,Granville,-22.41326141357422,% change,37077,1503
North Carolina,Greene,-9.483677864074707,% change,37079,1505
North Carolina,Guilford,-5.583284854888916,% change,37081,1506
North Carolina,Halifax,-1.9505139589309692,% change,37083,1508
North Carolina,Harnett,-10.600757598876953,% change,37085,1509
North Carolina,Haywood,-0.7856444120407104,% change,37087,1512
North Carolina,Henderson,-12.25546932220459,% change,37089,1514
North Carolina,Hertford,3.3129384517669678,% change,37091,1515
North Carolina,Hoke,-14.489368438720703,% change,37093,1517
North Carolina,Hyde,nan,% change,37095,1521
North Carolina,Iredell,-16.743640899658203,% change,37097,1525
North Carolina,Jackson,-12.430493354797363,% change,37099,1528
North Carolina,Johnston,-4.768588542938232,% change,37101,1530
North Carolina,Jones,-35.626651763916016,% change,37103,1536
North Carolina,Lee,-16.515432357788086,% change,37105,1540
North Carolina,Lenoir,-0.8042281866073608,% change,37107,1542
North Carolina,Lincoln,-11.644177436828613,% change,37109,1545
North Carolina,McDowell,-2.38675856590271,% change,37111,1554
North Carolina,Macon,3.8257853984832764,% change,37113,1556
North Carolina,Madison,nan,% change,37115,1560
North Carolina,Martin,-8.907586097717285,% change,37117,1563
North Carolina,Mecklenburg,-4.270009517669678,% change,37119,1565
North Carolina,Mitchell,0.6615136861801147,% change,37121,1568
North Carolina,Montgomery,-23.716886520385742,% change,37123,1573
North Carolina,Moore,-18.060209274291992,% change,37125,1584
North Carolina,Nash,-4.917360305786133,% change,37127,1588
North Carolina,New Hanover,-21.40796661376953,% change,37129,1602
North Carolina,Northampton,-22.483118057250977,% change,37131,1606
North Carolina,Onslow,-6.761142730712891,% change,37133,1625
North Carolina,Orange,-19.587852478027344,% change,37135,1630
North Carolina,Pamlico,-0.9320929050445557,% change,37137,1703
North Carolina,Pasquotank,6.824977397918701,% change,37139,1714
North Carolina,Pender,4.803065299987793,% change,37141,1718
North Carolina,Perquimans,nan,% change,37143,1724
North Carolina,Person,-11.376641273498535,% change,37145,1729
North Carolina,Pitt,-5.104349613189697,% change,37147,1733
North Carolina,Polk,nan,% change,37149,1738
North Carolina,Randolph,-7.329320430755615,% change,37151,1741
North Carolina,Richmond,-21.959104537963867,% change,37153,1744
North Carolina,Robeson,-7.0335235595703125,% change,37155,1747
North Carolina,Rockingham,-2.2822530269622803,% change,37157,1751
North Carolina,Rowan,-4.199373722076416,% change,37159,1754
North Carolina,Rutherford,-1.6533610820770264,% change,37161,1764
North Carolina,Sampson,-2.6879899501800537,% change,37163,1769
North Carolina,Scotland,-11.700773239135742,% change,37165,1772
North Carolina,Stanly,0.8422163724899292,% change,37167,1775
North Carolina,Stokes,-7.5187506675720215,% change,37169,1777
North Carolina,Surry,15.584776878356934,% change,37171,1780
North Carolina,Swain,-19.28211784362793,% change,37173,1784
North Carolina,Transylvania,-9.513967514038086,% change,37175,1786
North Carolina,Tyrrell,nan,% change,37177,1794
North Carolina,Union,-15.244399070739746,% change,37179,1798
North Carolina,Vance,-14.592044830322266,% change,37181,1801
North Carolina,Wake,-15.97970962524414,% change,37183,1805
North Carolina,Warren,nan,% change,37185,1809
North Carolina,Washington,-2.639787435531616,% change,37187,1811
North Carolina,Watauga,-18.228412628173828,% change,37189,1813
North Carolina,Wayne,-3.365028142929077,% change,37191,1814
North Carolina,Wilkes,-3.283195734024048,% change,37193,1817
North Carolina,Wilson,-2.764657497406006,% change,37195,1819
North Carolina,Yadkin,-12.42138671875,% change,37197,1821
North Carolina,Yancey,nan,% change,37199,1823
North Dakota,Adams,nan,% change,38001,1826
North Dakota,Barnes,nan,% change,38003,1828
North Dakota,Benson,13.389575958251953,% change,38005,1831
North Dakota,Billings,nan,% change,38007,1833
North Dakota,Bottineau,nan,% change,38009,1836
North Dakota,Bowman,nan,% change,38011,1838
North Dakota,Burke,nan,% change,38013,1841
North Dakota,Burleigh,-29.870075225830078,% change,38015,1844
North Dakota,Cass,2.2363593578338623,% change,38017,1848
North Dakota,Cavalier,nan,% change,38019,1849
North Dakota,Dickey,nan,% change,38021,2004
North Dakota,Divide,nan,% change,38023,2007
North Dakota,Dunn,nan,% change,38025,2013
North Dakota,Eddy,nan,% change,38027,2017
North Dakota,Emmons,-20.998584747314453,% change,38029,2021
North Dakota,Foster,nan,% change,38031,2026
North Dakota,Golden Valley,nan,% change,38033,2036
North Dakota,Grand Forks,0.08917438238859177,% change,38035,2043
North Dakota,Grant,nan,% change,38037,2051
North Dakota,Griggs,nan,% change,38039,2056
North Dakota,Hettinger,nan,% change,38041,2063
North Dakota,Kidder,nan,% change,38043,2068
North Dakota,LaMoure,nan,% change,38045,2074
North Dakota,Logan,nan,% change,38047,2078
North Dakota,McHenry,nan,% change,38049,2082
North Dakota,McIntosh,nan,% change,38051,2090
North Dakota,McKenzie,19.109460830688477,% change,38053,2097
North Dakota,McLean,nan,% change,38055,2103
North Dakota,Mercer,nan,% change,38057,2107
North Dakota,Morton,-60.75981521606445,% change,38059,2114
North Dakota,Mountrail,1086.5380859375,% change,38061,2119
North Dakota,Nelson,1.0743844509124756,% change,38063,2122
North Dakota,Oliver,nan,% change,38065,2127
North Dakota,Pembina,-25.067548751831055,% change,38067,2131
North Dakota,Pierce,nan,% change,38069,2136
North Dakota,Ramsey,nan,% change,38071,2141
North Dakota,Ransom,nan,% change,38073,2147
North Dakota,Renville,nan,% change,38075,2150
North Dakota,Richland,-8.303885459899902,% change,38077,2156
North Dakota,Rolette,-10.17837905883789,% change,38079,2161
North Dakota,Sargent,nan,% change,38081,2164
North Dakota,Sheridan,nan,% change,38083,2169
North Dakota,Sioux,nan,% change,38085,2175
North Dakota,Slope,nan,% change,38087,2180
North Dakota,Stark,23.423267364501953,% change,38089,2182
North Dakota,Steele,nan,% change,38091,2186
North Dakota,Stutsman,-8.70102310180664,% change,38093,2199
North Dakota,Towner,nan,% change,38095,2205
North Dakota,Traill,nan,% change,38097,2217
North Dakota,Walsh,-4.797143936157227,% change,38099,2225
North Dakota,Ward,-4.434496879577637,% change,38101,2233
North Dakota,Wells,nan,% change,38103,2237
North Dakota,Williams,-7.249876976013184,% change,38105,2244
Ohio,Adams,-14.979116439819336,% change,39001,2248
Ohio,Allen,-15.21949577331543,% change,39003,2250
Ohio,Ashland,-12.002947807312012,% change,39005,2254
Ohio,Ashtabula,-14.68134880065918,% change,39007,2259
Ohio,Athens,-9.741805076599121,% change,39009,2266
Ohio,Auglaize,-12.380074501037598,% change,39011,2273
Ohio,Belmont,-18.080842971801758,% change,39013,2278
Ohio,Brown,-8.050041198730469,% change,39015,2282
Ohio,Butler,0.751557469367981,% change,39017,2286
Ohio,Carroll,6.119865417480469,% change,39019,2289
Ohio,Champaign,-21.05584716796875,% change,39021,2291
Ohio,Clark,-15.308272361755371,% change,39023,2300
Ohio,Clermont,-24.833690643310547,% change,39025,2306
Ohio,Clinton,-6.628414154052734,% change,39027,2310
Ohio,Columbiana,-17.425621032714844,% change,39029,2315
Ohio,Coshocton,-14.954530715942383,% change,39031,2317
Ohio,Crawford,4.2670745849609375,% change,39033,2323
Ohio,Cuyahoga,-9.533319473266602,% change,39035,2332
Ohio,Darke,1.2802586555480957,% change,39037,2345
Ohio,Defiance,-15.279847145080566,% change,39039,2350
Ohio,Delaware,-19.809242248535156,% change,39041,2352
Ohio,Erie,0.15988470613956451,% change,39043,2357
Ohio,Fairfield,-11.368005752563477,% change,39045,2365
Ohio,Fayette,-5.28175687789917,% change,39047,2368
Ohio,Franklin,-6.74755859375,% change,39049,2375
Ohio,Fulton,-14.882299423217773,% change,39051,2378
Ohio,Gallia,-15.525910377502441,% change,39053,2383
Ohio,Geauga,-13.262117385864258,% change,39055,2390
Ohio,Greene,-0.32588744163513184,% change,39057,2393
Ohio,Guernsey,-13.723633766174316,% change,39059,2399
Ohio,Hamilton,-7.885530948638916,% change,39061,2411
Ohio,Hancock,1.5779645442962646,% change,39063,2427
Ohio,Hardin,-13.250384330749512,% change,39065,2432
Ohio,Harrison,nan,% change,39067,2440
Ohio,Henry,-25.645286560058594,% change,39069,2451
Ohio,Highland,-5.52144193649292,% change,39071,2457
Ohio,Hocking,-6.319855690002441,% change,39073,2461
Ohio,Holmes,-17.036365509033203,% change,39075,2464
Ohio,Huron,-9.605317115783691,% change,39077,2468
Ohio,Jackson,6.013491630554199,% change,39079,2472
Ohio,Jefferson,1.840772032737732,% change,39081,2476
Ohio,Knox,-19.005664825439453,% change,39083,2479
Ohio,Lake,-10.904288291931152,% change,39085,2493
Ohio,Lawrence,-11.036347389221191,% change,39087,2499
Ohio,Licking,-0.7548684477806091,% change,39089,2504
Ohio,Logan,-21.281774520874023,% change,39091,2510
Ohio,Lorain,-5.990126609802246,% change,39093,2516
Ohio,Lucas,-2.705059766769409,% change,39095,2520
Ohio,Madison,nan,% change,39097,2529
Ohio,Mahoning,-19.16402244567871,% change,39099,2534
Ohio,Marion,-1.3774935007095337,% change,39101,2541
Ohio,Medina,-15.832459449768066,% change,39103,2545
Ohio,Meigs,nan,% change,39105,2549
Ohio,Mercer,-17.480424880981445,% change,39107,2552
Ohio,Miami,-19.647382736206055,% change,39109,2558
Ohio,Monroe,nan,% change,39111,2565
Ohio,Montgomery,-6.114840030670166,% change,39113,2573
Ohio,Morgan,nan,% change,39115,2000
Ohio,Morrow,4.087083339691162,% change,39117,2006
Ohio,Muskingum,-19.219989776611328,% change,39119,2010
Ohio,Noble,nan,% change,39121,2012
Ohio,Ottawa,-6.19852352142334,% change,39123,2019
Ohio,Paulding,nan,% change,39125,2024
Ohio,Perry,-2.089434862136841,% change,39127,2027
Ohio,Pickaway,-12.178650856018066,% change,39129,2031
Ohio,Pike,-9.175999641418457,% change,39131,2034
Ohio,Portage,-5.338026523590088,% change,39133,2038
Ohio,Preble,-2.4181041717529297,% change,39135,2039
Ohio,Putnam,nan,% change,39137,2040
Ohio,Richland,-3.3213813304901123,% change,39139,2042
Ohio,Ross,-1.5947154760360718,% change,39141,2045
Ohio,Sandusky,-12.251967430114746,% change,39143,2047
Ohio,Scioto,-3.767728328704834,% change,39145,2048
Ohio,Seneca,-10.243512153625488,% change,39147,2049
Ohio,Shelby,-9.703405380249023,% change,39149,2052
Ohio,Stark,-8.157071113586426,% change,39151,2054
Ohio,Summit,-3.7775042057037354,% change,39153,2057
Ohio,Trumbull,-5.857985496520996,% change,39155,2061
Ohio,Tuscarawas,-6.478547096252441,% change,39157,2065
Ohio,Union,-23.659543991088867,% change,39159,2067
Ohio,Van Wert,-4.50175142288208,% change,39161,2071
Ohio,Vinton,nan,% change,39163,2075
Ohio,Warren,3.8202061653137207,% change,39165,2076
Ohio,Washington,-13.433545112609863,% change,39167,2080
Ohio,Wayne,-10.122318267822266,% change,39169,2084
Ohio,Williams,-19.483646392822266,% change,39171,2087
Ohio,Wood,-20.61236572265625,% change,39173,2091
Ohio,Wyandot,-28.943618774414062,% change,39175,2093
Oklahoma,Adair,-27.02389144897461,% change,40001,2095
Oklahoma,Alfalfa,nan,% change,40003,2099
Oklahoma,Atoka,nan,% change,40005,2102
Oklahoma,Beaver,nan,% change,40007,2104
Oklahoma,Beckham,-45.968605041503906,% change,40009,2106
Oklahoma,Blaine,-70.12804412841797,% change,40011,2110
Oklahoma,Bryan,-39.2579460144043,% change,40013,2112
Oklahoma,Caddo,-50.551631927490234,% change,40015,2118
Oklahoma,Canadian,-65.66678619384766,% change,40017,2123
Oklahoma,Carter,-13.787765502929688,% change,40019,2126
Oklahoma,Cherokee,-2.427837371826172,% change,40021,2129
Oklahoma,Choctaw,nan,% change,40023,2133
Oklahoma,Cimarron,nan,% change,40025,2135
Oklahoma,Cleveland,-21.424413681030273,% change,40027,2140
Oklahoma,Coal,nan,% change,40029,2144
Oklahoma,Comanche,-27.400390625,% change,40031,2145
Oklahoma,Cotton,nan,% change,40033,2146
Oklahoma,Craig,nan,% change,40035,2148
Oklahoma,Creek,-57.62648010253906,% change,40037,2151
Oklahoma,Custer,-33.64224624633789,% change,40039,2153
Oklahoma,Delaware,-61.601654052734375,% change,40041,2154
Oklahoma,Dewey,nan,% change,40043,2158
Oklahoma,Ellis,nan,% change,40045,2165
Oklahoma,Garfield,-48.59219741821289,% change,40047,2167
Oklahoma,Garvin,-32.02400588989258,% change,40049,2176
Oklahoma,Grady,-27.189172744750977,% change,40051,2184
Oklahoma,Grant,nan,% change,40053,2187
Oklahoma,Greer,nan,% change,40055,2189
Oklahoma,Harmon,nan,% change,40057,2191
Oklahoma,Harper,nan,% change,40059,2193
Oklahoma,Haskell,nan,% change,40061,2195
Oklahoma,Hughes,nan,% change,40063,2197
Oklahoma,Jackson,nan,% change,40065,2202
Oklahoma,Jefferson,nan,% change,40067,2206
Oklahoma,Johnston,nan,% change,40069,2211
Oklahoma,Kay,-8.860583305358887,% change,40071,2215
Oklahoma,Kingfisher,-64.59587097167969,% change,40073,2219
Oklahoma,Kiowa,nan,% change,40075,2222
Oklahoma,Latimer,nan,% change,40077,2226
Oklahoma,Le Flore,-53.85013961791992,% change,40079,2230
Oklahoma,Lincoln,-70.01079559326172,% change,40081,2234
Oklahoma,Logan,nan,% change,40083,2236
Oklahoma,Love,nan,% change,40085,2238
Oklahoma,McClain,-33.82658386230469,% change,40087,2245
Oklahoma,McCurtain,2.2703399658203125,% change,40089,2252
Oklahoma,McIntosh,-2.784127950668335,% change,40091,2258
Oklahoma,Major,nan,% change,40093,2260
Oklahoma,Marshall,nan,% change,40095,2265
Oklahoma,Mayes,-31.802709579467773,% change,40097,2270
Oklahoma,Murray,nan,% change,40099,2276
Oklahoma,Muskogee,-10.311518669128418,% change,40101,2281
Oklahoma,Noble,nan,% change,40103,2287
Oklahoma,Nowata,nan,% change,40105,2290
Oklahoma,Okfuskee,nan,% change,40107,2297
Oklahoma,Oklahoma,-31.52748680114746,% change,40109,2303
Oklahoma,Okmulgee,10.407082557678223,% change,40111,2311
Oklahoma,Osage,26.579477310180664,% change,40113,2318
Oklahoma,Ottawa,nan,% change,40115,2325
Oklahoma,Pawnee,nan,% change,40117,2329
Oklahoma,Payne,-48.169273376464844,% change,40119,2340
Oklahoma,Pittsburg,-7.839748859405518,% change,40121,2344
Oklahoma,Pontotoc,-20.530481338500977,% change,40123,2351
Oklahoma,Pottawatomie,-65.95487213134766,% change,40125,2356
